Release,Date from,Date to,Top 1 contributing companies,Top 2 contributing companies,Top 3 contributing companies,Top 4 contributing companies,Top 5 contributing companies,Top 10 contributing companies,Top 15 contributing companies,Top 20 contributing companies,Top 25 contributing companies,Top 30 contributing companies,Top 50 contributing companies,Top 100 contributing companies,Top 200 contributing companies,Top 500 contributing companies,Top 1000 contributing companies
12/2015,12/1/2015,1/1/2016,Docker,"Docker,Red Hat","Docker,Red Hat,Uber","Docker,Red Hat,Uber,DPI Animation House","Docker,Red Hat,Uber,DPI Animation House,NTT","Docker,Red Hat,Uber,DPI Animation House,NTT,Ben Hall,CNCF,Microsoft","Docker,Red Hat,Uber,DPI Animation House,NTT,Ben Hall,CNCF,Microsoft","Docker,Red Hat,Uber,DPI Animation House,NTT,Ben Hall,CNCF,Microsoft","Docker,Red Hat,Uber,DPI Animation House,NTT,Ben Hall,CNCF,Microsoft","Docker,Red Hat,Uber,DPI Animation House,NTT,Ben Hall,CNCF,Microsoft","Docker,Red Hat,Uber,DPI Animation House,NTT,Ben Hall,CNCF,Microsoft","Docker,Red Hat,Uber,DPI Animation House,NTT,Ben Hall,CNCF,Microsoft","Docker,Red Hat,Uber,DPI Animation House,NTT,Ben Hall,CNCF,Microsoft","Docker,Red Hat,Uber,DPI Animation House,NTT,Ben Hall,CNCF,Microsoft","Docker,Red Hat,Uber,DPI Animation House,NTT,Ben Hall,CNCF,Microsoft"
01/2016,1/1/2016,2/1/2016,Docker,"Docker,Google","Docker,Google,Altiscale","Docker,Google,Altiscale,IBM","Docker,Google,Altiscale,IBM,Netlify","Docker,Google,Altiscale,IBM,Netlify,Huawei","Docker,Google,Altiscale,IBM,Netlify,Huawei","Docker,Google,Altiscale,IBM,Netlify,Huawei","Docker,Google,Altiscale,IBM,Netlify,Huawei","Docker,Google,Altiscale,IBM,Netlify,Huawei","Docker,Google,Altiscale,IBM,Netlify,Huawei","Docker,Google,Altiscale,IBM,Netlify,Huawei","Docker,Google,Altiscale,IBM,Netlify,Huawei","Docker,Google,Altiscale,IBM,Netlify,Huawei","Docker,Google,Altiscale,IBM,Netlify,Huawei"
02/2016,2/1/2016,3/1/2016,Docker,"Docker,Google","Docker,Google,Microsoft","Docker,Google,Microsoft,Huawei","Docker,Google,Microsoft,Huawei","Docker,Google,Microsoft,Huawei","Docker,Google,Microsoft,Huawei","Docker,Google,Microsoft,Huawei","Docker,Google,Microsoft,Huawei","Docker,Google,Microsoft,Huawei","Docker,Google,Microsoft,Huawei","Docker,Google,Microsoft,Huawei","Docker,Google,Microsoft,Huawei","Docker,Google,Microsoft,Huawei","Docker,Google,Microsoft,Huawei"
03/2016,3/1/2016,4/1/2016,Docker,"Docker,SUSE/Novell","Docker,SUSE/Novell,Huawei","Docker,SUSE/Novell,Huawei,Tencent","Docker,SUSE/Novell,Huawei,Tencent,Debian","Docker,SUSE/Novell,Huawei,Tencent,Debian,Netlify","Docker,SUSE/Novell,Huawei,Tencent,Debian,Netlify","Docker,SUSE/Novell,Huawei,Tencent,Debian,Netlify","Docker,SUSE/Novell,Huawei,Tencent,Debian,Netlify","Docker,SUSE/Novell,Huawei,Tencent,Debian,Netlify","Docker,SUSE/Novell,Huawei,Tencent,Debian,Netlify","Docker,SUSE/Novell,Huawei,Tencent,Debian,Netlify","Docker,SUSE/Novell,Huawei,Tencent,Debian,Netlify","Docker,SUSE/Novell,Huawei,Tencent,Debian,Netlify","Docker,SUSE/Novell,Huawei,Tencent,Debian,Netlify"
04/2016,4/1/2016,5/1/2016,Docker,"Docker,Huawei","Docker,Huawei,Rancher","Docker,Huawei,Rancher,China Mobile","Docker,Huawei,Rancher,China Mobile,Tonic","Docker,Huawei,Rancher,China Mobile,Tonic,SUSE/Novell,IBM,Hyper.sh,Red Hat,Oracle","Docker,Huawei,Rancher,China Mobile,Tonic,SUSE/Novell,IBM,Hyper.sh,Red Hat,Oracle","Docker,Huawei,Rancher,China Mobile,Tonic,SUSE/Novell,IBM,Hyper.sh,Red Hat,Oracle","Docker,Huawei,Rancher,China Mobile,Tonic,SUSE/Novell,IBM,Hyper.sh,Red Hat,Oracle","Docker,Huawei,Rancher,China Mobile,Tonic,SUSE/Novell,IBM,Hyper.sh,Red Hat,Oracle","Docker,Huawei,Rancher,China Mobile,Tonic,SUSE/Novell,IBM,Hyper.sh,Red Hat,Oracle","Docker,Huawei,Rancher,China Mobile,Tonic,SUSE/Novell,IBM,Hyper.sh,Red Hat,Oracle","Docker,Huawei,Rancher,China Mobile,Tonic,SUSE/Novell,IBM,Hyper.sh,Red Hat,Oracle","Docker,Huawei,Rancher,China Mobile,Tonic,SUSE/Novell,IBM,Hyper.sh,Red Hat,Oracle","Docker,Huawei,Rancher,China Mobile,Tonic,SUSE/Novell,IBM,Hyper.sh,Red Hat,Oracle"
05/2016,5/1/2016,6/1/2016,Docker,"Docker,FACEIT","Docker,FACEIT,Tonic","Docker,FACEIT,Tonic,DPI Animation House","Docker,FACEIT,Tonic,DPI Animation House,Rancher","Docker,FACEIT,Tonic,DPI Animation House,Rancher,Oracle,IBM,Huawei","Docker,FACEIT,Tonic,DPI Animation House,Rancher,Oracle,IBM,Huawei","Docker,FACEIT,Tonic,DPI Animation House,Rancher,Oracle,IBM,Huawei","Docker,FACEIT,Tonic,DPI Animation House,Rancher,Oracle,IBM,Huawei","Docker,FACEIT,Tonic,DPI Animation House,Rancher,Oracle,IBM,Huawei","Docker,FACEIT,Tonic,DPI Animation House,Rancher,Oracle,IBM,Huawei","Docker,FACEIT,Tonic,DPI Animation House,Rancher,Oracle,IBM,Huawei","Docker,FACEIT,Tonic,DPI Animation House,Rancher,Oracle,IBM,Huawei","Docker,FACEIT,Tonic,DPI Animation House,Rancher,Oracle,IBM,Huawei","Docker,FACEIT,Tonic,DPI Animation House,Rancher,Oracle,IBM,Huawei"
06/2016,6/1/2016,7/1/2016,Docker,"Docker,Intel","Docker,Intel,Net EASE","Docker,Intel,Net EASE,Virtuozzo","Docker,Intel,Net EASE,Virtuozzo,Tonic","Docker,Intel,Net EASE,Virtuozzo,Tonic,Google,Oracle","Docker,Intel,Net EASE,Virtuozzo,Tonic,Google,Oracle","Docker,Intel,Net EASE,Virtuozzo,Tonic,Google,Oracle","Docker,Intel,Net EASE,Virtuozzo,Tonic,Google,Oracle","Docker,Intel,Net EASE,Virtuozzo,Tonic,Google,Oracle","Docker,Intel,Net EASE,Virtuozzo,Tonic,Google,Oracle","Docker,Intel,Net EASE,Virtuozzo,Tonic,Google,Oracle","Docker,Intel,Net EASE,Virtuozzo,Tonic,Google,Oracle","Docker,Intel,Net EASE,Virtuozzo,Tonic,Google,Oracle","Docker,Intel,Net EASE,Virtuozzo,Tonic,Google,Oracle"
07/2016,7/1/2016,8/1/2016,Docker,"Docker,Huawei","Docker,Huawei,Red Hat","Docker,Huawei,Red Hat,Net EASE","Docker,Huawei,Red Hat,Net EASE,Tonic","Docker,Huawei,Red Hat,Net EASE,Tonic","Docker,Huawei,Red Hat,Net EASE,Tonic","Docker,Huawei,Red Hat,Net EASE,Tonic","Docker,Huawei,Red Hat,Net EASE,Tonic","Docker,Huawei,Red Hat,Net EASE,Tonic","Docker,Huawei,Red Hat,Net EASE,Tonic","Docker,Huawei,Red Hat,Net EASE,Tonic","Docker,Huawei,Red Hat,Net EASE,Tonic","Docker,Huawei,Red Hat,Net EASE,Tonic","Docker,Huawei,Red Hat,Net EASE,Tonic"
08/2016,8/1/2016,9/1/2016,Docker,"Docker,Huawei","Docker,Huawei,Intel","Docker,Huawei,Intel,Rancher","Docker,Huawei,Intel,Rancher,IBM","Docker,Huawei,Intel,Rancher,IBM,Tonic","Docker,Huawei,Intel,Rancher,IBM,Tonic","Docker,Huawei,Intel,Rancher,IBM,Tonic","Docker,Huawei,Intel,Rancher,IBM,Tonic","Docker,Huawei,Intel,Rancher,IBM,Tonic","Docker,Huawei,Intel,Rancher,IBM,Tonic","Docker,Huawei,Intel,Rancher,IBM,Tonic","Docker,Huawei,Intel,Rancher,IBM,Tonic","Docker,Huawei,Intel,Rancher,IBM,Tonic","Docker,Huawei,Intel,Rancher,IBM,Tonic"
09/2016,9/1/2016,10/1/2016,Docker,"Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google"
10/2016,10/1/2016,11/1/2016,Docker,"Docker,DaoCloud","Docker,DaoCloud,Buildbot","Docker,DaoCloud,Buildbot,Oracle","Docker,DaoCloud,Buildbot,Oracle,Red Hat","Docker,DaoCloud,Buildbot,Oracle,Red Hat","Docker,DaoCloud,Buildbot,Oracle,Red Hat","Docker,DaoCloud,Buildbot,Oracle,Red Hat","Docker,DaoCloud,Buildbot,Oracle,Red Hat","Docker,DaoCloud,Buildbot,Oracle,Red Hat","Docker,DaoCloud,Buildbot,Oracle,Red Hat","Docker,DaoCloud,Buildbot,Oracle,Red Hat","Docker,DaoCloud,Buildbot,Oracle,Red Hat","Docker,DaoCloud,Buildbot,Oracle,Red Hat","Docker,DaoCloud,Buildbot,Oracle,Red Hat"
11/2016,11/1/2016,12/1/2016,Docker,"Docker,Huawei","Docker,Huawei,AD.CO","Docker,Huawei,AD.CO","Docker,Huawei,AD.CO","Docker,Huawei,AD.CO","Docker,Huawei,AD.CO","Docker,Huawei,AD.CO","Docker,Huawei,AD.CO","Docker,Huawei,AD.CO","Docker,Huawei,AD.CO","Docker,Huawei,AD.CO","Docker,Huawei,AD.CO","Docker,Huawei,AD.CO","Docker,Huawei,AD.CO"
12/2016,12/1/2016,1/1/2017,Docker,"Docker,Red Hat","Docker,Red Hat,IBM","Docker,Red Hat,IBM,Huawei","Docker,Red Hat,IBM,Huawei,Self","Docker,Red Hat,IBM,Huawei,Self,SUSE/Novell,Bobs Oil Field Service,Mirantis,Google,Rancher","Docker,Red Hat,IBM,Huawei,Self,SUSE/Novell,Bobs Oil Field Service,Mirantis,Google,Rancher,NTT,ZTE,AWS,Accenture","Docker,Red Hat,IBM,Huawei,Self,SUSE/Novell,Bobs Oil Field Service,Mirantis,Google,Rancher,NTT,ZTE,AWS,Accenture","Docker,Red Hat,IBM,Huawei,Self,SUSE/Novell,Bobs Oil Field Service,Mirantis,Google,Rancher,NTT,ZTE,AWS,Accenture","Docker,Red Hat,IBM,Huawei,Self,SUSE/Novell,Bobs Oil Field Service,Mirantis,Google,Rancher,NTT,ZTE,AWS,Accenture","Docker,Red Hat,IBM,Huawei,Self,SUSE/Novell,Bobs Oil Field Service,Mirantis,Google,Rancher,NTT,ZTE,AWS,Accenture","Docker,Red Hat,IBM,Huawei,Self,SUSE/Novell,Bobs Oil Field Service,Mirantis,Google,Rancher,NTT,ZTE,AWS,Accenture","Docker,Red Hat,IBM,Huawei,Self,SUSE/Novell,Bobs Oil Field Service,Mirantis,Google,Rancher,NTT,ZTE,AWS,Accenture","Docker,Red Hat,IBM,Huawei,Self,SUSE/Novell,Bobs Oil Field Service,Mirantis,Google,Rancher,NTT,ZTE,AWS,Accenture","Docker,Red Hat,IBM,Huawei,Self,SUSE/Novell,Bobs Oil Field Service,Mirantis,Google,Rancher,NTT,ZTE,AWS,Accenture"
