Release,Date from,Date to,Top 1 committing companies,Top 2 committing companies,Top 3 committing companies,Top 4 committing companies,Top 5 committing companies,Top 10 committing companies,Top 15 committing companies,Top 20 committing companies,Top 25 committing companies,Top 30 committing companies,Top 50 committing companies,Top 100 committing companies,Top 200 committing companies,Top 500 committing companies,Top 1000 committing companies
12/2015,12/1/2015,1/1/2016,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF
02/2016,2/1/2016,3/1/2016,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF
03/2016,3/1/2016,4/1/2016,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF
04/2016,4/1/2016,5/1/2016,CNCF,"CNCF,Red Hat","CNCF,Red Hat","CNCF,Red Hat","CNCF,Red Hat","CNCF,Red Hat","CNCF,Red Hat","CNCF,Red Hat","CNCF,Red Hat","CNCF,Red Hat","CNCF,Red Hat","CNCF,Red Hat","CNCF,Red Hat","CNCF,Red Hat","CNCF,Red Hat"
05/2016,5/1/2016,6/1/2016,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF
06/2016,6/1/2016,7/1/2016,PLYmedia,"PLYmedia,CNCF","PLYmedia,CNCF","PLYmedia,CNCF","PLYmedia,CNCF","PLYmedia,CNCF","PLYmedia,CNCF","PLYmedia,CNCF","PLYmedia,CNCF","PLYmedia,CNCF","PLYmedia,CNCF","PLYmedia,CNCF","PLYmedia,CNCF","PLYmedia,CNCF","PLYmedia,CNCF"
07/2016,7/1/2016,8/1/2016,IBM,"IBM,CNCF","IBM,CNCF,Google","IBM,CNCF,Google,SolarWinds","IBM,CNCF,Google,SolarWinds,The Linux Foundation","IBM,CNCF,Google,SolarWinds,The Linux Foundation","IBM,CNCF,Google,SolarWinds,The Linux Foundation","IBM,CNCF,Google,SolarWinds,The Linux Foundation","IBM,CNCF,Google,SolarWinds,The Linux Foundation","IBM,CNCF,Google,SolarWinds,The Linux Foundation","IBM,CNCF,Google,SolarWinds,The Linux Foundation","IBM,CNCF,Google,SolarWinds,The Linux Foundation","IBM,CNCF,Google,SolarWinds,The Linux Foundation","IBM,CNCF,Google,SolarWinds,The Linux Foundation","IBM,CNCF,Google,SolarWinds,The Linux Foundation"
08/2016,8/1/2016,9/1/2016,CNCF,"CNCF,SolarWinds","CNCF,SolarWinds,IBM","CNCF,SolarWinds,IBM,Google","CNCF,SolarWinds,IBM,Google","CNCF,SolarWinds,IBM,Google","CNCF,SolarWinds,IBM,Google","CNCF,SolarWinds,IBM,Google","CNCF,SolarWinds,IBM,Google","CNCF,SolarWinds,IBM,Google","CNCF,SolarWinds,IBM,Google","CNCF,SolarWinds,IBM,Google","CNCF,SolarWinds,IBM,Google","CNCF,SolarWinds,IBM,Google","CNCF,SolarWinds,IBM,Google"
09/2016,9/1/2016,10/1/2016,CNCF,"CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds"
10/2016,10/1/2016,11/1/2016,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF
11/2016,11/1/2016,12/1/2016,CNCF,"CNCF,SolarWinds","CNCF,SolarWinds,Intel","CNCF,SolarWinds,Intel","CNCF,SolarWinds,Intel","CNCF,SolarWinds,Intel","CNCF,SolarWinds,Intel","CNCF,SolarWinds,Intel","CNCF,SolarWinds,Intel","CNCF,SolarWinds,Intel","CNCF,SolarWinds,Intel","CNCF,SolarWinds,Intel","CNCF,SolarWinds,Intel","CNCF,SolarWinds,Intel","CNCF,SolarWinds,Intel"
12/2016,12/1/2016,1/1/2017,CNCF,"CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds"
01/2017,1/1/2017,2/1/2017,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF
02/2017,2/1/2017,3/1/2017,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF
03/2017,3/1/2017,4/1/2017,CNCF,"CNCF,Google","CNCF,Google,The Linux Foundation","CNCF,Google,The Linux Foundation","CNCF,Google,The Linux Foundation","CNCF,Google,The Linux Foundation","CNCF,Google,The Linux Foundation","CNCF,Google,The Linux Foundation","CNCF,Google,The Linux Foundation","CNCF,Google,The Linux Foundation","CNCF,Google,The Linux Foundation","CNCF,Google,The Linux Foundation","CNCF,Google,The Linux Foundation","CNCF,Google,The Linux Foundation","CNCF,Google,The Linux Foundation"
04/2017,4/1/2017,5/1/2017,CNCF,"CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds","CNCF,SolarWinds"
05/2017,5/1/2017,6/1/2017,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF
06/2017,6/1/2017,7/1/2017,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF,CNCF
07/2017,7/1/2017,8/1/2017,CNCF,"CNCF,Vulk","CNCF,Vulk,SolarWinds","CNCF,Vulk,SolarWinds,Huawei","CNCF,Vulk,SolarWinds,Huawei","CNCF,Vulk,SolarWinds,Huawei","CNCF,Vulk,SolarWinds,Huawei","CNCF,Vulk,SolarWinds,Huawei","CNCF,Vulk,SolarWinds,Huawei","CNCF,Vulk,SolarWinds,Huawei","CNCF,Vulk,SolarWinds,Huawei","CNCF,Vulk,SolarWinds,Huawei","CNCF,Vulk,SolarWinds,Huawei","CNCF,Vulk,SolarWinds,Huawei","CNCF,Vulk,SolarWinds,Huawei"
08/2017,8/1/2017,9/1/2017,CNCF,"CNCF,Vulk","CNCF,Vulk,The Linux Foundation","CNCF,Vulk,The Linux Foundation,Google","CNCF,Vulk,The Linux Foundation,Google,SolarWinds","CNCF,Vulk,The Linux Foundation,Google,SolarWinds","CNCF,Vulk,The Linux Foundation,Google,SolarWinds","CNCF,Vulk,The Linux Foundation,Google,SolarWinds","CNCF,Vulk,The Linux Foundation,Google,SolarWinds","CNCF,Vulk,The Linux Foundation,Google,SolarWinds","CNCF,Vulk,The Linux Foundation,Google,SolarWinds","CNCF,Vulk,The Linux Foundation,Google,SolarWinds","CNCF,Vulk,The Linux Foundation,Google,SolarWinds","CNCF,Vulk,The Linux Foundation,Google,SolarWinds","CNCF,Vulk,The Linux Foundation,Google,SolarWinds"
09/2017,9/1/2017,10/1/2017,CNCF,"CNCF,Google","CNCF,Google,Vulk","CNCF,Google,Vulk","CNCF,Google,Vulk","CNCF,Google,Vulk","CNCF,Google,Vulk","CNCF,Google,Vulk","CNCF,Google,Vulk","CNCF,Google,Vulk","CNCF,Google,Vulk","CNCF,Google,Vulk","CNCF,Google,Vulk","CNCF,Google,Vulk","CNCF,Google,Vulk"
10/2017,10/1/2017,11/1/2017,CNCF,"CNCF,Google","CNCF,Google,IBM","CNCF,Google,IBM,Vulk","CNCF,Google,IBM,Vulk,VMware","CNCF,Google,IBM,Vulk,VMware,Iguaz.io,SolarWinds","CNCF,Google,IBM,Vulk,VMware,Iguaz.io,SolarWinds","CNCF,Google,IBM,Vulk,VMware,Iguaz.io,SolarWinds","CNCF,Google,IBM,Vulk,VMware,Iguaz.io,SolarWinds","CNCF,Google,IBM,Vulk,VMware,Iguaz.io,SolarWinds","CNCF,Google,IBM,Vulk,VMware,Iguaz.io,SolarWinds","CNCF,Google,IBM,Vulk,VMware,Iguaz.io,SolarWinds","CNCF,Google,IBM,Vulk,VMware,Iguaz.io,SolarWinds","CNCF,Google,IBM,Vulk,VMware,Iguaz.io,SolarWinds","CNCF,Google,IBM,Vulk,VMware,Iguaz.io,SolarWinds"
11/2017,11/1/2017,12/1/2017,CNCF,"CNCF,Cleverstep","CNCF,Cleverstep,Vulk","CNCF,Cleverstep,Vulk,Google","CNCF,Cleverstep,Vulk,Google,EMC","CNCF,Cleverstep,Vulk,Google,EMC,Heptio,SolarWinds","CNCF,Cleverstep,Vulk,Google,EMC,Heptio,SolarWinds","CNCF,Cleverstep,Vulk,Google,EMC,Heptio,SolarWinds","CNCF,Cleverstep,Vulk,Google,EMC,Heptio,SolarWinds","CNCF,Cleverstep,Vulk,Google,EMC,Heptio,SolarWinds","CNCF,Cleverstep,Vulk,Google,EMC,Heptio,SolarWinds","CNCF,Cleverstep,Vulk,Google,EMC,Heptio,SolarWinds","CNCF,Cleverstep,Vulk,Google,EMC,Heptio,SolarWinds","CNCF,Cleverstep,Vulk,Google,EMC,Heptio,SolarWinds","CNCF,Cleverstep,Vulk,Google,EMC,Heptio,SolarWinds"
