Release,Date from,Date to,Top 1 committing companies,Top 2 committing companies,Top 3 committing companies,Top 4 committing companies,Top 5 committing companies,Top 10 committing companies,Top 15 committing companies,Top 20 committing companies,Top 25 committing companies,Top 30 committing companies,Top 50 committing companies,Top 100 committing companies,Top 200 committing companies,Top 500 committing companies,Top 1000 committing companies
v1.0.0 - v1.0.1,12/5/2017,1/17/2018,Docker,"Docker,IBM","Docker,IBM,Google","Docker,IBM,Google,Tesla","Docker,IBM,Google,Tesla,CNCF","Docker,IBM,Google,Tesla,CNCF,NTT,Cloudflare","Docker,IBM,Google,Tesla,CNCF,NTT,Cloudflare","Docker,IBM,Google,Tesla,CNCF,NTT,Cloudflare","Docker,IBM,Google,Tesla,CNCF,NTT,Cloudflare","Docker,IBM,Google,Tesla,CNCF,NTT,Cloudflare","Docker,IBM,Google,Tesla,CNCF,NTT,Cloudflare","Docker,IBM,Google,Tesla,CNCF,NTT,Cloudflare","Docker,IBM,Google,Tesla,CNCF,NTT,Cloudflare","Docker,IBM,Google,Tesla,CNCF,NTT,Cloudflare","Docker,IBM,Google,Tesla,CNCF,NTT,Cloudflare"
v1.0.1 - v1.0.2,1/17/2018,2/13/2018,Docker,"Docker,Google","Docker,Google,IBM","Docker,Google,IBM,Tesla","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT"
v1.0.2 - v1.0.3,2/13/2018,4/2/2018,Docker,"Docker,Google","Docker,Google,IBM","Docker,Google,IBM,Tesla","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT,Cloudflare","Docker,Google,IBM,Tesla,NTT,Cloudflare","Docker,Google,IBM,Tesla,NTT,Cloudflare","Docker,Google,IBM,Tesla,NTT,Cloudflare","Docker,Google,IBM,Tesla,NTT,Cloudflare","Docker,Google,IBM,Tesla,NTT,Cloudflare","Docker,Google,IBM,Tesla,NTT,Cloudflare","Docker,Google,IBM,Tesla,NTT,Cloudflare","Docker,Google,IBM,Tesla,NTT,Cloudflare","Docker,Google,IBM,Tesla,NTT,Cloudflare"
v1.0.3 - v1.1.0-rc.1,4/2/2018,4/5/2018,Google,"Google,Docker","Google,Docker,Tesla","Google,Docker,Tesla,IBM","Google,Docker,Tesla,IBM","Google,Docker,Tesla,IBM","Google,Docker,Tesla,IBM","Google,Docker,Tesla,IBM","Google,Docker,Tesla,IBM","Google,Docker,Tesla,IBM","Google,Docker,Tesla,IBM","Google,Docker,Tesla,IBM","Google,Docker,Tesla,IBM","Google,Docker,Tesla,IBM","Google,Docker,Tesla,IBM"
v1.1.0.rc.1 - now,4/5/2018,4/13/2018,Docker,"Docker,Google","Docker,Google,NTT","Docker,Google,NTT,IBM","Docker,Google,NTT,IBM","Docker,Google,NTT,IBM","Docker,Google,NTT,IBM","Docker,Google,NTT,IBM","Docker,Google,NTT,IBM","Docker,Google,NTT,IBM","Docker,Google,NTT,IBM","Docker,Google,NTT,IBM","Docker,Google,NTT,IBM","Docker,Google,NTT,IBM","Docker,Google,NTT,IBM"
12/2015,12/1/2015,1/1/2016,Docker,"Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF"
01/2016,1/1/2016,2/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
02/2016,2/1/2016,3/1/2016,Docker,"Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google"
03/2016,3/1/2016,4/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
04/2016,4/1/2016,5/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
05/2016,5/1/2016,6/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
06/2016,6/1/2016,7/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
07/2016,7/1/2016,8/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
08/2016,8/1/2016,9/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
09/2016,9/1/2016,10/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
10/2016,10/1/2016,11/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
11/2016,11/1/2016,12/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
12/2016,12/1/2016,1/1/2017,Docker,"Docker,IBM","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei"
01/2017,1/1/2017,2/1/2017,Docker,"Docker,IBM","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei"
02/2017,2/1/2017,3/1/2017,Docker,"Docker,IBM","Docker,IBM,Cloudflare","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei"
03/2017,3/1/2017,4/1/2017,Docker,"Docker,IBM","Docker,IBM,Huawei","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare"
04/2017,4/1/2017,5/1/2017,Docker,"Docker,IBM","Docker,IBM,Huawei","Docker,IBM,Huawei,CNCF","Docker,IBM,Huawei,CNCF","Docker,IBM,Huawei,CNCF","Docker,IBM,Huawei,CNCF","Docker,IBM,Huawei,CNCF","Docker,IBM,Huawei,CNCF","Docker,IBM,Huawei,CNCF","Docker,IBM,Huawei,CNCF","Docker,IBM,Huawei,CNCF","Docker,IBM,Huawei,CNCF","Docker,IBM,Huawei,CNCF","Docker,IBM,Huawei,CNCF"
05/2017,5/1/2017,6/1/2017,Docker,"Docker,IBM","Docker,IBM,Cloudflare","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF"
06/2017,6/1/2017,7/1/2017,Docker,"Docker,IBM","Docker,IBM,Huawei","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare","Docker,IBM,Huawei,Cloudflare"
07/2017,7/1/2017,8/1/2017,Docker,"Docker,IBM","Docker,IBM,Cloudflare","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei"
08/2017,8/1/2017,9/1/2017,Docker,"Docker,IBM","Docker,IBM,Cloudflare","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei"
09/2017,9/1/2017,10/1/2017,Docker,"Docker,IBM","Docker,IBM,NTT","Docker,IBM,NTT,Cloudflare","Docker,IBM,NTT,Cloudflare","Docker,IBM,NTT,Cloudflare","Docker,IBM,NTT,Cloudflare","Docker,IBM,NTT,Cloudflare","Docker,IBM,NTT,Cloudflare","Docker,IBM,NTT,Cloudflare","Docker,IBM,NTT,Cloudflare","Docker,IBM,NTT,Cloudflare","Docker,IBM,NTT,Cloudflare","Docker,IBM,NTT,Cloudflare","Docker,IBM,NTT,Cloudflare"
10/2017,10/1/2017,11/1/2017,Docker,"Docker,IBM","Docker,IBM,Tesla","Docker,IBM,Tesla,NTT","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare"
11/2017,11/1/2017,12/1/2017,Docker,"Docker,IBM","Docker,IBM,Tesla","Docker,IBM,Tesla,Cloudflare","Docker,IBM,Tesla,Cloudflare,NTT","Docker,IBM,Tesla,Cloudflare,NTT","Docker,IBM,Tesla,Cloudflare,NTT","Docker,IBM,Tesla,Cloudflare,NTT","Docker,IBM,Tesla,Cloudflare,NTT","Docker,IBM,Tesla,Cloudflare,NTT","Docker,IBM,Tesla,Cloudflare,NTT","Docker,IBM,Tesla,Cloudflare,NTT","Docker,IBM,Tesla,Cloudflare,NTT","Docker,IBM,Tesla,Cloudflare,NTT","Docker,IBM,Tesla,Cloudflare,NTT"
12/2017,12/1/2017,1/1/2018,Docker,"Docker,IBM","Docker,IBM,NTT","Docker,IBM,NTT,Tesla","Docker,IBM,NTT,Tesla","Docker,IBM,NTT,Tesla","Docker,IBM,NTT,Tesla","Docker,IBM,NTT,Tesla","Docker,IBM,NTT,Tesla","Docker,IBM,NTT,Tesla","Docker,IBM,NTT,Tesla","Docker,IBM,NTT,Tesla","Docker,IBM,NTT,Tesla","Docker,IBM,NTT,Tesla","Docker,IBM,NTT,Tesla"
01/2018,1/1/2018,2/1/2018,Docker,"Docker,Google","Docker,Google,IBM","Docker,Google,IBM,Tesla","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT,CNCF,Cloudflare","Docker,Google,IBM,Tesla,NTT,CNCF,Cloudflare","Docker,Google,IBM,Tesla,NTT,CNCF,Cloudflare","Docker,Google,IBM,Tesla,NTT,CNCF,Cloudflare","Docker,Google,IBM,Tesla,NTT,CNCF,Cloudflare","Docker,Google,IBM,Tesla,NTT,CNCF,Cloudflare","Docker,Google,IBM,Tesla,NTT,CNCF,Cloudflare","Docker,Google,IBM,Tesla,NTT,CNCF,Cloudflare","Docker,Google,IBM,Tesla,NTT,CNCF,Cloudflare","Docker,Google,IBM,Tesla,NTT,CNCF,Cloudflare"
02/2018,2/1/2018,3/1/2018,Docker,"Docker,Google","Docker,Google,IBM","Docker,Google,IBM,Tesla","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT"
03/2018,3/1/2018,4/1/2018,Docker,"Docker,Google","Docker,Google,IBM","Docker,Google,IBM,Tesla","Docker,Google,IBM,Tesla,Cloudflare","Docker,Google,IBM,Tesla,Cloudflare,NTT","Docker,Google,IBM,Tesla,Cloudflare,NTT","Docker,Google,IBM,Tesla,Cloudflare,NTT","Docker,Google,IBM,Tesla,Cloudflare,NTT","Docker,Google,IBM,Tesla,Cloudflare,NTT","Docker,Google,IBM,Tesla,Cloudflare,NTT","Docker,Google,IBM,Tesla,Cloudflare,NTT","Docker,Google,IBM,Tesla,Cloudflare,NTT","Docker,Google,IBM,Tesla,Cloudflare,NTT","Docker,Google,IBM,Tesla,Cloudflare,NTT"
04/2018,4/1/2018,5/1/2018,Google,"Google,Docker","Google,Docker,IBM","Google,Docker,IBM,NTT","Google,Docker,IBM,NTT,Tesla","Google,Docker,IBM,NTT,Tesla","Google,Docker,IBM,NTT,Tesla","Google,Docker,IBM,NTT,Tesla","Google,Docker,IBM,NTT,Tesla","Google,Docker,IBM,NTT,Tesla","Google,Docker,IBM,NTT,Tesla","Google,Docker,IBM,NTT,Tesla","Google,Docker,IBM,NTT,Tesla","Google,Docker,IBM,NTT,Tesla","Google,Docker,IBM,NTT,Tesla"
Quarter from 10/2015,10/1/2015,1/1/2016,Docker,"Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF"
Quarter from 01/2016,1/1/2016,4/1/2016,Docker,"Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google"
Quarter from 04/2016,4/1/2016,7/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
Quarter from 07/2016,7/1/2016,10/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
Quarter from 10/2016,10/1/2016,1/1/2017,Docker,"Docker,IBM","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei"
Quarter from 01/2017,1/1/2017,4/1/2017,Docker,"Docker,IBM","Docker,IBM,Cloudflare","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei"
Quarter from 04/2017,4/1/2017,7/1/2017,Docker,"Docker,IBM","Docker,IBM,Cloudflare","Docker,IBM,Cloudflare,Huawei","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF","Docker,IBM,Cloudflare,Huawei,CNCF"
Quarter from 07/2017,7/1/2017,10/1/2017,Docker,"Docker,IBM","Docker,IBM,Cloudflare","Docker,IBM,Cloudflare,NTT","Docker,IBM,Cloudflare,NTT,Huawei","Docker,IBM,Cloudflare,NTT,Huawei","Docker,IBM,Cloudflare,NTT,Huawei","Docker,IBM,Cloudflare,NTT,Huawei","Docker,IBM,Cloudflare,NTT,Huawei","Docker,IBM,Cloudflare,NTT,Huawei","Docker,IBM,Cloudflare,NTT,Huawei","Docker,IBM,Cloudflare,NTT,Huawei","Docker,IBM,Cloudflare,NTT,Huawei","Docker,IBM,Cloudflare,NTT,Huawei","Docker,IBM,Cloudflare,NTT,Huawei"
Quarter from 10/2017,10/1/2017,1/1/2018,Docker,"Docker,IBM","Docker,IBM,Tesla","Docker,IBM,Tesla,NTT","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare","Docker,IBM,Tesla,NTT,Cloudflare"
Quarter from 01/2018,1/1/2018,4/1/2018,Docker,"Docker,Google","Docker,Google,IBM","Docker,Google,IBM,Tesla","Docker,Google,IBM,Tesla,NTT","Docker,Google,IBM,Tesla,NTT,Cloudflare,CNCF","Docker,Google,IBM,Tesla,NTT,Cloudflare,CNCF","Docker,Google,IBM,Tesla,NTT,Cloudflare,CNCF","Docker,Google,IBM,Tesla,NTT,Cloudflare,CNCF","Docker,Google,IBM,Tesla,NTT,Cloudflare,CNCF","Docker,Google,IBM,Tesla,NTT,Cloudflare,CNCF","Docker,Google,IBM,Tesla,NTT,Cloudflare,CNCF","Docker,Google,IBM,Tesla,NTT,Cloudflare,CNCF","Docker,Google,IBM,Tesla,NTT,Cloudflare,CNCF","Docker,Google,IBM,Tesla,NTT,Cloudflare,CNCF"
