Release,Date from,Date to,Top 1 committing companies,Top 2 committing companies,Top 3 committing companies,Top 4 committing companies,Top 5 committing companies,Top 10 committing companies,Top 15 committing companies,Top 20 committing companies,Top 25 committing companies,Top 30 committing companies,Top 50 committing companies,Top 100 committing companies,Top 200 committing companies,Top 500 committing companies,Top 1000 committing companies
12/2015,12/1/2015,1/1/2016,Docker,"Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF","Docker,CNCF"
01/2016,1/1/2016,2/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
02/2016,2/1/2016,3/1/2016,Docker,"Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google","Docker,Google"
03/2016,3/1/2016,4/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
04/2016,4/1/2016,5/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
05/2016,5/1/2016,6/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
06/2016,6/1/2016,7/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
07/2016,7/1/2016,8/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
08/2016,8/1/2016,9/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
09/2016,9/1/2016,10/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
10/2016,10/1/2016,11/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
11/2016,11/1/2016,12/1/2016,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker,Docker
12/2016,12/1/2016,1/1/2017,Docker,"Docker,IBM","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei"
01/2017,1/1/2017,2/1/2017,Docker,"Docker,IBM","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei","Docker,IBM,Huawei"
