Release,Date from,Date to,Top 1 contributing companies,Top 2 contributing companies,Top 3 contributing companies,Top 4 contributing companies,Top 5 contributing companies,Top 10 contributing companies,Top 15 contributing companies,Top 20 contributing companies,Top 25 contributing companies,Top 30 contributing companies,Top 50 contributing companies,Top 100 contributing companies,Top 200 contributing companies,Top 500 contributing companies,Top 1000 contributing companies
Before joining CNCF,1/2/2014,2/5/2018,YouTube,"YouTube,Google","YouTube,Google,Nozzle","YouTube,Google,Nozzle,MyFitnessPal","YouTube,Google,Nozzle,MyFitnessPal,Netroby","YouTube,Google,Nozzle,MyFitnessPal,Netroby,Reliance,Koding,Net EASE,Jd.Com,Ubisoft","YouTube,Google,Nozzle,MyFitnessPal,Netroby,Reliance,Koding,Net EASE,Jd.Com,Ubisoft,h2o.ai,Signal Sciences,DigitalOcean,CNCF,Eight-s","YouTube,Google,Nozzle,MyFitnessPal,Netroby,Reliance,Koding,Net EASE,Jd.Com,Ubisoft,h2o.ai,Signal Sciences,DigitalOcean,CNCF,Eight-s,Superbalist,Red Hat,HubSpot,Kingsoft,DrEd Online Doctor","YouTube,Google,Nozzle,MyFitnessPal,Netroby,Reliance,Koding,Net EASE,Jd.Com,Ubisoft,h2o.ai,Signal Sciences,DigitalOcean,CNCF,Eight-s,Superbalist,Red Hat,HubSpot,Kingsoft,DrEd Online Doctor,Apple","YouTube,Google,Nozzle,MyFitnessPal,Netroby,Reliance,Koding,Net EASE,Jd.Com,Ubisoft,h2o.ai,Signal Sciences,DigitalOcean,CNCF,Eight-s,Superbalist,Red Hat,HubSpot,Kingsoft,DrEd Online Doctor,Apple","YouTube,Google,Nozzle,MyFitnessPal,Netroby,Reliance,Koding,Net EASE,Jd.Com,Ubisoft,h2o.ai,Signal Sciences,DigitalOcean,CNCF,Eight-s,Superbalist,Red Hat,HubSpot,Kingsoft,DrEd Online Doctor,Apple","YouTube,Google,Nozzle,MyFitnessPal,Netroby,Reliance,Koding,Net EASE,Jd.Com,Ubisoft,h2o.ai,Signal Sciences,DigitalOcean,CNCF,Eight-s,Superbalist,Red Hat,HubSpot,Kingsoft,DrEd Online Doctor,Apple","YouTube,Google,Nozzle,MyFitnessPal,Netroby,Reliance,Koding,Net EASE,Jd.Com,Ubisoft,h2o.ai,Signal Sciences,DigitalOcean,CNCF,Eight-s,Superbalist,Red Hat,HubSpot,Kingsoft,DrEd Online Doctor,Apple","YouTube,Google,Nozzle,MyFitnessPal,Netroby,Reliance,Koding,Net EASE,Jd.Com,Ubisoft,h2o.ai,Signal Sciences,DigitalOcean,CNCF,Eight-s,Superbalist,Red Hat,HubSpot,Kingsoft,DrEd Online Doctor,Apple","YouTube,Google,Nozzle,MyFitnessPal,Netroby,Reliance,Koding,Net EASE,Jd.Com,Ubisoft,h2o.ai,Signal Sciences,DigitalOcean,CNCF,Eight-s,Superbalist,Red Hat,HubSpot,Kingsoft,DrEd Online Doctor,Apple"
Since joining CNCF,2/5/2018,4/17/2018,YouTube,"YouTube,Google","YouTube,Google,PlanetScale Data","YouTube,Google,PlanetScale Data,Nozzle","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE"
2014,1/2/2014,1/1/2015,YouTube,"YouTube,Google","YouTube,Google,Koding","YouTube,Google,Koding,h2o.ai","YouTube,Google,Koding,h2o.ai,DigitalOcean","YouTube,Google,Koding,h2o.ai,DigitalOcean,DrEd Online Doctor,Kingsoft","YouTube,Google,Koding,h2o.ai,DigitalOcean,DrEd Online Doctor,Kingsoft","YouTube,Google,Koding,h2o.ai,DigitalOcean,DrEd Online Doctor,Kingsoft","YouTube,Google,Koding,h2o.ai,DigitalOcean,DrEd Online Doctor,Kingsoft","YouTube,Google,Koding,h2o.ai,DigitalOcean,DrEd Online Doctor,Kingsoft","YouTube,Google,Koding,h2o.ai,DigitalOcean,DrEd Online Doctor,Kingsoft","YouTube,Google,Koding,h2o.ai,DigitalOcean,DrEd Online Doctor,Kingsoft","YouTube,Google,Koding,h2o.ai,DigitalOcean,DrEd Online Doctor,Kingsoft","YouTube,Google,Koding,h2o.ai,DigitalOcean,DrEd Online Doctor,Kingsoft","YouTube,Google,Koding,h2o.ai,DigitalOcean,DrEd Online Doctor,Kingsoft"
2015,1/1/2015,1/1/2016,Google,"Google,YouTube","Google,YouTube,Netroby","Google,YouTube,Netroby,Reliance","Google,YouTube,Netroby,Reliance,Ubisoft","Google,YouTube,Netroby,Reliance,Ubisoft,Red Hat,Superbalist,Apple","Google,YouTube,Netroby,Reliance,Ubisoft,Red Hat,Superbalist,Apple","Google,YouTube,Netroby,Reliance,Ubisoft,Red Hat,Superbalist,Apple","Google,YouTube,Netroby,Reliance,Ubisoft,Red Hat,Superbalist,Apple","Google,YouTube,Netroby,Reliance,Ubisoft,Red Hat,Superbalist,Apple","Google,YouTube,Netroby,Reliance,Ubisoft,Red Hat,Superbalist,Apple","Google,YouTube,Netroby,Reliance,Ubisoft,Red Hat,Superbalist,Apple","Google,YouTube,Netroby,Reliance,Ubisoft,Red Hat,Superbalist,Apple","Google,YouTube,Netroby,Reliance,Ubisoft,Red Hat,Superbalist,Apple","Google,YouTube,Netroby,Reliance,Ubisoft,Red Hat,Superbalist,Apple"
2016,1/1/2016,1/1/2017,Google,"Google,YouTube","Google,YouTube,Nozzle","Google,YouTube,Nozzle,Signal Sciences","Google,YouTube,Nozzle,Signal Sciences,Eight-s","Google,YouTube,Nozzle,Signal Sciences,Eight-s","Google,YouTube,Nozzle,Signal Sciences,Eight-s","Google,YouTube,Nozzle,Signal Sciences,Eight-s","Google,YouTube,Nozzle,Signal Sciences,Eight-s","Google,YouTube,Nozzle,Signal Sciences,Eight-s","Google,YouTube,Nozzle,Signal Sciences,Eight-s","Google,YouTube,Nozzle,Signal Sciences,Eight-s","Google,YouTube,Nozzle,Signal Sciences,Eight-s","Google,YouTube,Nozzle,Signal Sciences,Eight-s","Google,YouTube,Nozzle,Signal Sciences,Eight-s"
2017,1/1/2017,1/1/2018,YouTube,"YouTube,Google","YouTube,Google,MyFitnessPal","YouTube,Google,MyFitnessPal,Nozzle","YouTube,Google,MyFitnessPal,Nozzle,Net EASE","YouTube,Google,MyFitnessPal,Nozzle,Net EASE,Jd.Com,CNCF","YouTube,Google,MyFitnessPal,Nozzle,Net EASE,Jd.Com,CNCF","YouTube,Google,MyFitnessPal,Nozzle,Net EASE,Jd.Com,CNCF","YouTube,Google,MyFitnessPal,Nozzle,Net EASE,Jd.Com,CNCF","YouTube,Google,MyFitnessPal,Nozzle,Net EASE,Jd.Com,CNCF","YouTube,Google,MyFitnessPal,Nozzle,Net EASE,Jd.Com,CNCF","YouTube,Google,MyFitnessPal,Nozzle,Net EASE,Jd.Com,CNCF","YouTube,Google,MyFitnessPal,Nozzle,Net EASE,Jd.Com,CNCF","YouTube,Google,MyFitnessPal,Nozzle,Net EASE,Jd.Com,CNCF","YouTube,Google,MyFitnessPal,Nozzle,Net EASE,Jd.Com,CNCF"
2018,1/1/2018,4/17/2018,YouTube,"YouTube,Google","YouTube,Google,PlanetScale Data","YouTube,Google,PlanetScale Data,Nozzle","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE,CNCF,HubSpot","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE,CNCF,HubSpot","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE,CNCF,HubSpot","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE,CNCF,HubSpot","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE,CNCF,HubSpot","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE,CNCF,HubSpot","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE,CNCF,HubSpot","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE,CNCF,HubSpot","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE,CNCF,HubSpot","YouTube,Google,PlanetScale Data,Nozzle,MyFitnessPal,Jd.Com,Net EASE,CNCF,HubSpot"
01/2014,1/1/2014,2/1/2014,YouTube,"YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google"
02/2014,2/1/2014,3/1/2014,YouTube,"YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google"
03/2014,3/1/2014,4/1/2014,YouTube,"YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google"
