Release,Date from,Date to,Top 1 contributing companies,Top 2 contributing companies,Top 3 contributing companies,Top 4 contributing companies,Top 5 contributing companies,Top 10 contributing companies,Top 15 contributing companies,Top 20 contributing companies,Top 25 contributing companies,Top 30 contributing companies,Top 50 contributing companies,Top 100 contributing companies,Top 200 contributing companies,Top 500 contributing companies,Top 1000 contributing companies
Quarter from 01/2014,1/1/2014,4/1/2014,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera,Apcera
Quarter from 04/2014,4/1/2014,7/1/2014,Apcera,"Apcera,Pivotal","Apcera,Pivotal","Apcera,Pivotal","Apcera,Pivotal","Apcera,Pivotal","Apcera,Pivotal","Apcera,Pivotal","Apcera,Pivotal","Apcera,Pivotal","Apcera,Pivotal","Apcera,Pivotal","Apcera,Pivotal","Apcera,Pivotal","Apcera,Pivotal"
Quarter from 07/2014,7/1/2014,10/1/2014,Apcera,"Apcera,Automatic","Apcera,Automatic,JPMorgan Chase","Apcera,Automatic,JPMorgan Chase,SUSE/Novell","Apcera,Automatic,JPMorgan Chase,SUSE/Novell,Workiva","Apcera,Automatic,JPMorgan Chase,SUSE/Novell,Workiva,IBM,Source{d}","Apcera,Automatic,JPMorgan Chase,SUSE/Novell,Workiva,IBM,Source{d}","Apcera,Automatic,JPMorgan Chase,SUSE/Novell,Workiva,IBM,Source{d}","Apcera,Automatic,JPMorgan Chase,SUSE/Novell,Workiva,IBM,Source{d}","Apcera,Automatic,JPMorgan Chase,SUSE/Novell,Workiva,IBM,Source{d}","Apcera,Automatic,JPMorgan Chase,SUSE/Novell,Workiva,IBM,Source{d}","Apcera,Automatic,JPMorgan Chase,SUSE/Novell,Workiva,IBM,Source{d}","Apcera,Automatic,JPMorgan Chase,SUSE/Novell,Workiva,IBM,Source{d}","Apcera,Automatic,JPMorgan Chase,SUSE/Novell,Workiva,IBM,Source{d}","Apcera,Automatic,JPMorgan Chase,SUSE/Novell,Workiva,IBM,Source{d}"
Quarter from 10/2014,10/1/2014,1/1/2015,Apcera,"Apcera,Source{d}","Apcera,Source{d},JPMorgan Chase","Apcera,Source{d},JPMorgan Chase,Automatic","Apcera,Source{d},JPMorgan Chase,Automatic","Apcera,Source{d},JPMorgan Chase,Automatic","Apcera,Source{d},JPMorgan Chase,Automatic","Apcera,Source{d},JPMorgan Chase,Automatic","Apcera,Source{d},JPMorgan Chase,Automatic","Apcera,Source{d},JPMorgan Chase,Automatic","Apcera,Source{d},JPMorgan Chase,Automatic","Apcera,Source{d},JPMorgan Chase,Automatic","Apcera,Source{d},JPMorgan Chase,Automatic","Apcera,Source{d},JPMorgan Chase,Automatic","Apcera,Source{d},JPMorgan Chase,Automatic"
Quarter from 01/2015,1/1/2015,4/1/2015,Apcera,"Apcera,Automatic","Apcera,Automatic,HTC","Apcera,Automatic,HTC","Apcera,Automatic,HTC","Apcera,Automatic,HTC","Apcera,Automatic,HTC","Apcera,Automatic,HTC","Apcera,Automatic,HTC","Apcera,Automatic,HTC","Apcera,Automatic,HTC","Apcera,Automatic,HTC","Apcera,Automatic,HTC","Apcera,Automatic,HTC","Apcera,Automatic,HTC"
Quarter from 04/2015,4/1/2015,7/1/2015,Apcera,"Apcera,Automatic","Apcera,Automatic,Synadia","Apcera,Automatic,Synadia,Workiva","Apcera,Automatic,Synadia,Workiva","Apcera,Automatic,Synadia,Workiva","Apcera,Automatic,Synadia,Workiva","Apcera,Automatic,Synadia,Workiva","Apcera,Automatic,Synadia,Workiva","Apcera,Automatic,Synadia,Workiva","Apcera,Automatic,Synadia,Workiva","Apcera,Automatic,Synadia,Workiva","Apcera,Automatic,Synadia,Workiva","Apcera,Automatic,Synadia,Workiva","Apcera,Automatic,Synadia,Workiva"
Quarter from 07/2015,7/1/2015,10/1/2015,Apcera,"Apcera,Synadia","Apcera,Synadia,JPMorgan Chase","Apcera,Synadia,JPMorgan Chase,Wargaming.net","Apcera,Synadia,JPMorgan Chase,Wargaming.net,Dell","Apcera,Synadia,JPMorgan Chase,Wargaming.net,Dell","Apcera,Synadia,JPMorgan Chase,Wargaming.net,Dell","Apcera,Synadia,JPMorgan Chase,Wargaming.net,Dell","Apcera,Synadia,JPMorgan Chase,Wargaming.net,Dell","Apcera,Synadia,JPMorgan Chase,Wargaming.net,Dell","Apcera,Synadia,JPMorgan Chase,Wargaming.net,Dell","Apcera,Synadia,JPMorgan Chase,Wargaming.net,Dell","Apcera,Synadia,JPMorgan Chase,Wargaming.net,Dell","Apcera,Synadia,JPMorgan Chase,Wargaming.net,Dell","Apcera,Synadia,JPMorgan Chase,Wargaming.net,Dell"
Quarter from 10/2015,10/1/2015,1/1/2016,Apcera,"Apcera,Synadia","Apcera,Synadia,KVH","Apcera,Synadia,KVH,Huawei","Apcera,Synadia,KVH,Huawei,Workiva","Apcera,Synadia,KVH,Huawei,Workiva,Red Hat","Apcera,Synadia,KVH,Huawei,Workiva,Red Hat","Apcera,Synadia,KVH,Huawei,Workiva,Red Hat","Apcera,Synadia,KVH,Huawei,Workiva,Red Hat","Apcera,Synadia,KVH,Huawei,Workiva,Red Hat","Apcera,Synadia,KVH,Huawei,Workiva,Red Hat","Apcera,Synadia,KVH,Huawei,Workiva,Red Hat","Apcera,Synadia,KVH,Huawei,Workiva,Red Hat","Apcera,Synadia,KVH,Huawei,Workiva,Red Hat","Apcera,Synadia,KVH,Huawei,Workiva,Red Hat"
Quarter from 01/2016,1/1/2016,4/1/2016,Apcera,"Apcera,Synadia","Apcera,Synadia,Fairfax Media","Apcera,Synadia,Fairfax Media,JPMorgan Chase","Apcera,Synadia,Fairfax Media,JPMorgan Chase,Workiva","Apcera,Synadia,Fairfax Media,JPMorgan Chase,Workiva,Red Hat,Cloud Dynamics,Netroby","Apcera,Synadia,Fairfax Media,JPMorgan Chase,Workiva,Red Hat,Cloud Dynamics,Netroby","Apcera,Synadia,Fairfax Media,JPMorgan Chase,Workiva,Red Hat,Cloud Dynamics,Netroby","Apcera,Synadia,Fairfax Media,JPMorgan Chase,Workiva,Red Hat,Cloud Dynamics,Netroby","Apcera,Synadia,Fairfax Media,JPMorgan Chase,Workiva,Red Hat,Cloud Dynamics,Netroby","Apcera,Synadia,Fairfax Media,JPMorgan Chase,Workiva,Red Hat,Cloud Dynamics,Netroby","Apcera,Synadia,Fairfax Media,JPMorgan Chase,Workiva,Red Hat,Cloud Dynamics,Netroby","Apcera,Synadia,Fairfax Media,JPMorgan Chase,Workiva,Red Hat,Cloud Dynamics,Netroby","Apcera,Synadia,Fairfax Media,JPMorgan Chase,Workiva,Red Hat,Cloud Dynamics,Netroby","Apcera,Synadia,Fairfax Media,JPMorgan Chase,Workiva,Red Hat,Cloud Dynamics,Netroby"
Quarter from 04/2016,4/1/2016,7/1/2016,Apcera,"Apcera,Synadia","Apcera,Synadia,Workiva","Apcera,Synadia,Workiva,Zenly","Apcera,Synadia,Workiva,Zenly,Robert Koch-institut","Apcera,Synadia,Workiva,Zenly,Robert Koch-institut,Weaveworks","Apcera,Synadia,Workiva,Zenly,Robert Koch-institut,Weaveworks","Apcera,Synadia,Workiva,Zenly,Robert Koch-institut,Weaveworks","Apcera,Synadia,Workiva,Zenly,Robert Koch-institut,Weaveworks","Apcera,Synadia,Workiva,Zenly,Robert Koch-institut,Weaveworks","Apcera,Synadia,Workiva,Zenly,Robert Koch-institut,Weaveworks","Apcera,Synadia,Workiva,Zenly,Robert Koch-institut,Weaveworks","Apcera,Synadia,Workiva,Zenly,Robert Koch-institut,Weaveworks","Apcera,Synadia,Workiva,Zenly,Robert Koch-institut,Weaveworks","Apcera,Synadia,Workiva,Zenly,Robert Koch-institut,Weaveworks"
Quarter from 07/2016,7/1/2016,10/1/2016,Apcera,"Apcera,Synadia","Apcera,Synadia,Workiva","Apcera,Synadia,Workiva,Red Hat","Apcera,Synadia,Workiva,Red Hat,Google","Apcera,Synadia,Workiva,Red Hat,Google,EasyStack,HPE,JPMorgan Chase,WP Engine","Apcera,Synadia,Workiva,Red Hat,Google,EasyStack,HPE,JPMorgan Chase,WP Engine","Apcera,Synadia,Workiva,Red Hat,Google,EasyStack,HPE,JPMorgan Chase,WP Engine","Apcera,Synadia,Workiva,Red Hat,Google,EasyStack,HPE,JPMorgan Chase,WP Engine","Apcera,Synadia,Workiva,Red Hat,Google,EasyStack,HPE,JPMorgan Chase,WP Engine","Apcera,Synadia,Workiva,Red Hat,Google,EasyStack,HPE,JPMorgan Chase,WP Engine","Apcera,Synadia,Workiva,Red Hat,Google,EasyStack,HPE,JPMorgan Chase,WP Engine","Apcera,Synadia,Workiva,Red Hat,Google,EasyStack,HPE,JPMorgan Chase,WP Engine","Apcera,Synadia,Workiva,Red Hat,Google,EasyStack,HPE,JPMorgan Chase,WP Engine","Apcera,Synadia,Workiva,Red Hat,Google,EasyStack,HPE,JPMorgan Chase,WP Engine"
