Release,Date from,Date to,Top 1 committing companies,Top 2 committing companies,Top 3 committing companies,Top 4 committing companies,Top 5 committing companies,Top 10 committing companies,Top 15 committing companies,Top 20 committing companies,Top 25 committing companies,Top 30 committing companies,Top 50 committing companies,Top 100 committing companies,Top 200 committing companies,Top 500 committing companies,Top 1000 committing companies
Quarter from 01/2014,1/1/2014,4/1/2014,YouTube,"YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google"
Quarter from 04/2014,4/1/2014,7/1/2014,YouTube,"YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google"
Quarter from 07/2014,7/1/2014,10/1/2014,YouTube,"YouTube,Google","YouTube,Google,h2o.ai","YouTube,Google,h2o.ai","YouTube,Google,h2o.ai","YouTube,Google,h2o.ai","YouTube,Google,h2o.ai","YouTube,Google,h2o.ai","YouTube,Google,h2o.ai","YouTube,Google,h2o.ai","YouTube,Google,h2o.ai","YouTube,Google,h2o.ai","YouTube,Google,h2o.ai","YouTube,Google,h2o.ai","YouTube,Google,h2o.ai"
Quarter from 10/2014,10/1/2014,1/1/2015,YouTube,"YouTube,Google","YouTube,Google,Koding","YouTube,Google,Koding,DigitalOcean","YouTube,Google,Koding,DigitalOcean","YouTube,Google,Koding,DigitalOcean","YouTube,Google,Koding,DigitalOcean","YouTube,Google,Koding,DigitalOcean","YouTube,Google,Koding,DigitalOcean","YouTube,Google,Koding,DigitalOcean","YouTube,Google,Koding,DigitalOcean","YouTube,Google,Koding,DigitalOcean","YouTube,Google,Koding,DigitalOcean","YouTube,Google,Koding,DigitalOcean","YouTube,Google,Koding,DigitalOcean"
Quarter from 01/2015,1/1/2015,4/1/2015,YouTube,"YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google"
Quarter from 04/2015,4/1/2015,7/1/2015,YouTube,"YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google"
Quarter from 07/2015,7/1/2015,10/1/2015,Google,"Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube"
Quarter from 10/2015,10/1/2015,1/1/2016,Google,"Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube"
Quarter from 01/2016,1/1/2016,4/1/2016,YouTube,"YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google"
Quarter from 04/2016,4/1/2016,7/1/2016,Google,"Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube","Google,YouTube"
