Release,Date from,Date to,Top 1 contributing companies,Top 2 contributing companies,Top 3 contributing companies,Top 4 contributing companies,Top 5 contributing companies,Top 10 contributing companies,Top 15 contributing companies,Top 20 contributing companies,Top 25 contributing companies,Top 30 contributing companies,Top 50 contributing companies,Top 100 contributing companies,Top 200 contributing companies,Top 500 contributing companies,Top 1000 contributing companies
Quarter from 01/2014,1/1/2014,4/1/2014,YouTube,"YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google"
Quarter from 04/2014,4/1/2014,7/1/2014,YouTube,"YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google","YouTube,Google"
Quarter from 07/2014,7/1/2014,10/1/2014,YouTube,"YouTube,Google","YouTube,Google,h2o.ai","YouTube,Google,h2o.ai,Kingsoft","YouTube,Google,h2o.ai,Kingsoft","YouTube,Google,h2o.ai,Kingsoft","YouTube,Google,h2o.ai,Kingsoft","YouTube,Google,h2o.ai,Kingsoft","YouTube,Google,h2o.ai,Kingsoft","YouTube,Google,h2o.ai,Kingsoft","YouTube,Google,h2o.ai,Kingsoft","YouTube,Google,h2o.ai,Kingsoft","YouTube,Google,h2o.ai,Kingsoft","YouTube,Google,h2o.ai,Kingsoft","YouTube,Google,h2o.ai,Kingsoft"
Quarter from 10/2014,10/1/2014,1/1/2015,Google,"Google,YouTube","Google,YouTube,Koding","Google,YouTube,Koding,DigitalOcean","Google,YouTube,Koding,DigitalOcean,DrEd Online Doctor","Google,YouTube,Koding,DigitalOcean,DrEd Online Doctor","Google,YouTube,Koding,DigitalOcean,DrEd Online Doctor","Google,YouTube,Koding,DigitalOcean,DrEd Online Doctor","Google,YouTube,Koding,DigitalOcean,DrEd Online Doctor","Google,YouTube,Koding,DigitalOcean,DrEd Online Doctor","Google,YouTube,Koding,DigitalOcean,DrEd Online Doctor","Google,YouTube,Koding,DigitalOcean,DrEd Online Doctor","Google,YouTube,Koding,DigitalOcean,DrEd Online Doctor","Google,YouTube,Koding,DigitalOcean,DrEd Online Doctor","Google,YouTube,Koding,DigitalOcean,DrEd Online Doctor"
Quarter from 01/2015,1/1/2015,4/1/2015,Google,"Google,YouTube","Google,YouTube,Netroby","Google,YouTube,Netroby,Reliance","Google,YouTube,Netroby,Reliance","Google,YouTube,Netroby,Reliance","Google,YouTube,Netroby,Reliance","Google,YouTube,Netroby,Reliance","Google,YouTube,Netroby,Reliance","Google,YouTube,Netroby,Reliance","Google,YouTube,Netroby,Reliance","Google,YouTube,Netroby,Reliance","Google,YouTube,Netroby,Reliance","Google,YouTube,Netroby,Reliance","Google,YouTube,Netroby,Reliance"
Quarter from 04/2015,4/1/2015,7/1/2015,Google,"Google,YouTube","Google,YouTube,Reliance","Google,YouTube,Reliance","Google,YouTube,Reliance","Google,YouTube,Reliance","Google,YouTube,Reliance","Google,YouTube,Reliance","Google,YouTube,Reliance","Google,YouTube,Reliance","Google,YouTube,Reliance","Google,YouTube,Reliance","Google,YouTube,Reliance","Google,YouTube,Reliance","Google,YouTube,Reliance"
Quarter from 07/2015,7/1/2015,10/1/2015,Google,"Google,YouTube","Google,YouTube,Red Hat","Google,YouTube,Red Hat","Google,YouTube,Red Hat","Google,YouTube,Red Hat","Google,YouTube,Red Hat","Google,YouTube,Red Hat","Google,YouTube,Red Hat","Google,YouTube,Red Hat","Google,YouTube,Red Hat","Google,YouTube,Red Hat","Google,YouTube,Red Hat","Google,YouTube,Red Hat","Google,YouTube,Red Hat"
Quarter from 10/2015,10/1/2015,1/1/2016,Google,"Google,YouTube","Google,YouTube,Ubisoft","Google,YouTube,Ubisoft,Superbalist","Google,YouTube,Ubisoft,Superbalist,Apple","Google,YouTube,Ubisoft,Superbalist,Apple","Google,YouTube,Ubisoft,Superbalist,Apple","Google,YouTube,Ubisoft,Superbalist,Apple","Google,YouTube,Ubisoft,Superbalist,Apple","Google,YouTube,Ubisoft,Superbalist,Apple","Google,YouTube,Ubisoft,Superbalist,Apple","Google,YouTube,Ubisoft,Superbalist,Apple","Google,YouTube,Ubisoft,Superbalist,Apple","Google,YouTube,Ubisoft,Superbalist,Apple","Google,YouTube,Ubisoft,Superbalist,Apple"
Quarter from 01/2016,1/1/2016,4/1/2016,Google,"Google,YouTube","Google,YouTube,Signal Sciences","Google,YouTube,Signal Sciences","Google,YouTube,Signal Sciences","Google,YouTube,Signal Sciences","Google,YouTube,Signal Sciences","Google,YouTube,Signal Sciences","Google,YouTube,Signal Sciences","Google,YouTube,Signal Sciences","Google,YouTube,Signal Sciences","Google,YouTube,Signal Sciences","Google,YouTube,Signal Sciences","Google,YouTube,Signal Sciences","Google,YouTube,Signal Sciences"
Quarter from 04/2016,4/1/2016,7/1/2016,Google,"Google,YouTube","Google,YouTube,Eight-s","Google,YouTube,Eight-s","Google,YouTube,Eight-s","Google,YouTube,Eight-s","Google,YouTube,Eight-s","Google,YouTube,Eight-s","Google,YouTube,Eight-s","Google,YouTube,Eight-s","Google,YouTube,Eight-s","Google,YouTube,Eight-s","Google,YouTube,Eight-s","Google,YouTube,Eight-s","Google,YouTube,Eight-s"
