Release,Date from,Date to,Top 1 contributing companies,Top 2 contributing companies,Top 3 contributing companies,Top 4 contributing companies,Top 5 contributing companies,Top 10 contributing companies,Top 15 contributing companies,Top 20 contributing companies,Top 25 contributing companies,Top 30 contributing companies,Top 50 contributing companies,Top 100 contributing companies,Top 200 contributing companies,Top 500 contributing companies,Top 1000 contributing companies
06/2016,6/1/2016,7/1/2016,Red Hat,"Red Hat,Metaswitch","Red Hat,Metaswitch,Fujitsu","Red Hat,Metaswitch,Fujitsu,Weaveworks","Red Hat,Metaswitch,Fujitsu,Weaveworks,Hyper.sh","Red Hat,Metaswitch,Fujitsu,Weaveworks,Hyper.sh,42 Tech,Rancher,Tencent,Pivotal,SolarWinds","Red Hat,Metaswitch,Fujitsu,Weaveworks,Hyper.sh,42 Tech,Rancher,Tencent,Pivotal,SolarWinds","Red Hat,Metaswitch,Fujitsu,Weaveworks,Hyper.sh,42 Tech,Rancher,Tencent,Pivotal,SolarWinds","Red Hat,Metaswitch,Fujitsu,Weaveworks,Hyper.sh,42 Tech,Rancher,Tencent,Pivotal,SolarWinds","Red Hat,Metaswitch,Fujitsu,Weaveworks,Hyper.sh,42 Tech,Rancher,Tencent,Pivotal,SolarWinds","Red Hat,Metaswitch,Fujitsu,Weaveworks,Hyper.sh,42 Tech,Rancher,Tencent,Pivotal,SolarWinds","Red Hat,Metaswitch,Fujitsu,Weaveworks,Hyper.sh,42 Tech,Rancher,Tencent,Pivotal,SolarWinds","Red Hat,Metaswitch,Fujitsu,Weaveworks,Hyper.sh,42 Tech,Rancher,Tencent,Pivotal,SolarWinds","Red Hat,Metaswitch,Fujitsu,Weaveworks,Hyper.sh,42 Tech,Rancher,Tencent,Pivotal,SolarWinds","Red Hat,Metaswitch,Fujitsu,Weaveworks,Hyper.sh,42 Tech,Rancher,Tencent,Pivotal,SolarWinds"
07/2016,7/1/2016,8/1/2016,Pivotal,"Pivotal,Metaswitch","Pivotal,Metaswitch,Intel","Pivotal,Metaswitch,Intel,Hyper.sh","Pivotal,Metaswitch,Intel,Hyper.sh,Fujitsu","Pivotal,Metaswitch,Intel,Hyper.sh,Fujitsu","Pivotal,Metaswitch,Intel,Hyper.sh,Fujitsu","Pivotal,Metaswitch,Intel,Hyper.sh,Fujitsu","Pivotal,Metaswitch,Intel,Hyper.sh,Fujitsu","Pivotal,Metaswitch,Intel,Hyper.sh,Fujitsu","Pivotal,Metaswitch,Intel,Hyper.sh,Fujitsu","Pivotal,Metaswitch,Intel,Hyper.sh,Fujitsu","Pivotal,Metaswitch,Intel,Hyper.sh,Fujitsu","Pivotal,Metaswitch,Intel,Hyper.sh,Fujitsu","Pivotal,Metaswitch,Intel,Hyper.sh,Fujitsu"
08/2016,8/1/2016,9/1/2016,Red Hat,"Red Hat,Metaswitch","Red Hat,Metaswitch,Mesosphere","Red Hat,Metaswitch,Mesosphere,Pivotal","Red Hat,Metaswitch,Mesosphere,Pivotal,Mirantis","Red Hat,Metaswitch,Mesosphere,Pivotal,Mirantis,Intel,Google,Weaveworks,EMC,Nirmata","Red Hat,Metaswitch,Mesosphere,Pivotal,Mirantis,Intel,Google,Weaveworks,EMC,Nirmata","Red Hat,Metaswitch,Mesosphere,Pivotal,Mirantis,Intel,Google,Weaveworks,EMC,Nirmata","Red Hat,Metaswitch,Mesosphere,Pivotal,Mirantis,Intel,Google,Weaveworks,EMC,Nirmata","Red Hat,Metaswitch,Mesosphere,Pivotal,Mirantis,Intel,Google,Weaveworks,EMC,Nirmata","Red Hat,Metaswitch,Mesosphere,Pivotal,Mirantis,Intel,Google,Weaveworks,EMC,Nirmata","Red Hat,Metaswitch,Mesosphere,Pivotal,Mirantis,Intel,Google,Weaveworks,EMC,Nirmata","Red Hat,Metaswitch,Mesosphere,Pivotal,Mirantis,Intel,Google,Weaveworks,EMC,Nirmata","Red Hat,Metaswitch,Mesosphere,Pivotal,Mirantis,Intel,Google,Weaveworks,EMC,Nirmata","Red Hat,Metaswitch,Mesosphere,Pivotal,Mirantis,Intel,Google,Weaveworks,EMC,Nirmata"
09/2016,9/1/2016,10/1/2016,Pivotal,"Pivotal,Red Hat","Pivotal,Red Hat,Covalent","Pivotal,Red Hat,Covalent,Google","Pivotal,Red Hat,Covalent,Google","Pivotal,Red Hat,Covalent,Google","Pivotal,Red Hat,Covalent,Google","Pivotal,Red Hat,Covalent,Google","Pivotal,Red Hat,Covalent,Google","Pivotal,Red Hat,Covalent,Google","Pivotal,Red Hat,Covalent,Google","Pivotal,Red Hat,Covalent,Google","Pivotal,Red Hat,Covalent,Google","Pivotal,Red Hat,Covalent,Google","Pivotal,Red Hat,Covalent,Google"
10/2016,10/1/2016,11/1/2016,Pivotal,"Pivotal,Red Hat","Pivotal,Red Hat,Metaswitch","Pivotal,Red Hat,Metaswitch,Heroku","Pivotal,Red Hat,Metaswitch,Heroku,Infoblox","Pivotal,Red Hat,Metaswitch,Heroku,Infoblox,Intel,Mesosphere,Tencent","Pivotal,Red Hat,Metaswitch,Heroku,Infoblox,Intel,Mesosphere,Tencent","Pivotal,Red Hat,Metaswitch,Heroku,Infoblox,Intel,Mesosphere,Tencent","Pivotal,Red Hat,Metaswitch,Heroku,Infoblox,Intel,Mesosphere,Tencent","Pivotal,Red Hat,Metaswitch,Heroku,Infoblox,Intel,Mesosphere,Tencent","Pivotal,Red Hat,Metaswitch,Heroku,Infoblox,Intel,Mesosphere,Tencent","Pivotal,Red Hat,Metaswitch,Heroku,Infoblox,Intel,Mesosphere,Tencent","Pivotal,Red Hat,Metaswitch,Heroku,Infoblox,Intel,Mesosphere,Tencent","Pivotal,Red Hat,Metaswitch,Heroku,Infoblox,Intel,Mesosphere,Tencent","Pivotal,Red Hat,Metaswitch,Heroku,Infoblox,Intel,Mesosphere,Tencent"
11/2016,11/1/2016,12/1/2016,Pivotal,"Pivotal,Red Hat","Pivotal,Red Hat,Futurequest","Pivotal,Red Hat,Futurequest,Intel","Pivotal,Red Hat,Futurequest,Intel,Metaswitch","Pivotal,Red Hat,Futurequest,Intel,Metaswitch,Mesosphere,IBM,42 Tech,Cisco,Weaveworks","Pivotal,Red Hat,Futurequest,Intel,Metaswitch,Mesosphere,IBM,42 Tech,Cisco,Weaveworks,Tencent,Softonic,SalesForce","Pivotal,Red Hat,Futurequest,Intel,Metaswitch,Mesosphere,IBM,42 Tech,Cisco,Weaveworks,Tencent,Softonic,SalesForce","Pivotal,Red Hat,Futurequest,Intel,Metaswitch,Mesosphere,IBM,42 Tech,Cisco,Weaveworks,Tencent,Softonic,SalesForce","Pivotal,Red Hat,Futurequest,Intel,Metaswitch,Mesosphere,IBM,42 Tech,Cisco,Weaveworks,Tencent,Softonic,SalesForce","Pivotal,Red Hat,Futurequest,Intel,Metaswitch,Mesosphere,IBM,42 Tech,Cisco,Weaveworks,Tencent,Softonic,SalesForce","Pivotal,Red Hat,Futurequest,Intel,Metaswitch,Mesosphere,IBM,42 Tech,Cisco,Weaveworks,Tencent,Softonic,SalesForce","Pivotal,Red Hat,Futurequest,Intel,Metaswitch,Mesosphere,IBM,42 Tech,Cisco,Weaveworks,Tencent,Softonic,SalesForce","Pivotal,Red Hat,Futurequest,Intel,Metaswitch,Mesosphere,IBM,42 Tech,Cisco,Weaveworks,Tencent,Softonic,SalesForce","Pivotal,Red Hat,Futurequest,Intel,Metaswitch,Mesosphere,IBM,42 Tech,Cisco,Weaveworks,Tencent,Softonic,SalesForce"
12/2016,12/1/2016,1/1/2017,Pivotal,"Pivotal,Red Hat","Pivotal,Red Hat,Intel","Pivotal,Red Hat,Intel,Canonical","Pivotal,Red Hat,Intel,Canonical","Pivotal,Red Hat,Intel,Canonical","Pivotal,Red Hat,Intel,Canonical","Pivotal,Red Hat,Intel,Canonical","Pivotal,Red Hat,Intel,Canonical","Pivotal,Red Hat,Intel,Canonical","Pivotal,Red Hat,Intel,Canonical","Pivotal,Red Hat,Intel,Canonical","Pivotal,Red Hat,Intel,Canonical","Pivotal,Red Hat,Intel,Canonical","Pivotal,Red Hat,Intel,Canonical"
01/2017,1/1/2017,2/1/2017,Pivotal,"Pivotal,Metaswitch","Pivotal,Metaswitch,Microsoft","Pivotal,Metaswitch,Microsoft,Google","Pivotal,Metaswitch,Microsoft,Google,Red Hat","Pivotal,Metaswitch,Microsoft,Google,Red Hat,Cisco,SalesForce","Pivotal,Metaswitch,Microsoft,Google,Red Hat,Cisco,SalesForce","Pivotal,Metaswitch,Microsoft,Google,Red Hat,Cisco,SalesForce","Pivotal,Metaswitch,Microsoft,Google,Red Hat,Cisco,SalesForce","Pivotal,Metaswitch,Microsoft,Google,Red Hat,Cisco,SalesForce","Pivotal,Metaswitch,Microsoft,Google,Red Hat,Cisco,SalesForce","Pivotal,Metaswitch,Microsoft,Google,Red Hat,Cisco,SalesForce","Pivotal,Metaswitch,Microsoft,Google,Red Hat,Cisco,SalesForce","Pivotal,Metaswitch,Microsoft,Google,Red Hat,Cisco,SalesForce","Pivotal,Metaswitch,Microsoft,Google,Red Hat,Cisco,SalesForce"
02/2017,2/1/2017,3/1/2017,Red Hat,"Red Hat,Metaswitch","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal,Intel","Red Hat,Metaswitch,Pivotal,Intel,Apprenda","Red Hat,Metaswitch,Pivotal,Intel,Apprenda,Weaveworks,Docker,Cisco","Red Hat,Metaswitch,Pivotal,Intel,Apprenda,Weaveworks,Docker,Cisco","Red Hat,Metaswitch,Pivotal,Intel,Apprenda,Weaveworks,Docker,Cisco","Red Hat,Metaswitch,Pivotal,Intel,Apprenda,Weaveworks,Docker,Cisco","Red Hat,Metaswitch,Pivotal,Intel,Apprenda,Weaveworks,Docker,Cisco","Red Hat,Metaswitch,Pivotal,Intel,Apprenda,Weaveworks,Docker,Cisco","Red Hat,Metaswitch,Pivotal,Intel,Apprenda,Weaveworks,Docker,Cisco","Red Hat,Metaswitch,Pivotal,Intel,Apprenda,Weaveworks,Docker,Cisco","Red Hat,Metaswitch,Pivotal,Intel,Apprenda,Weaveworks,Docker,Cisco","Red Hat,Metaswitch,Pivotal,Intel,Apprenda,Weaveworks,Docker,Cisco"
03/2017,3/1/2017,4/1/2017,Metaswitch,"Metaswitch,Red Hat","Metaswitch,Red Hat,Pivotal","Metaswitch,Red Hat,Pivotal,HPE","Metaswitch,Red Hat,Pivotal,HPE,Intel","Metaswitch,Red Hat,Pivotal,HPE,Intel,Mesosphere,Net EASE,Cisco,Weaveworks,New Networking","Metaswitch,Red Hat,Pivotal,HPE,Intel,Mesosphere,Net EASE,Cisco,Weaveworks,New Networking,Aperian Global,viralkitty,SalesForce,Microsoft","Metaswitch,Red Hat,Pivotal,HPE,Intel,Mesosphere,Net EASE,Cisco,Weaveworks,New Networking,Aperian Global,viralkitty,SalesForce,Microsoft","Metaswitch,Red Hat,Pivotal,HPE,Intel,Mesosphere,Net EASE,Cisco,Weaveworks,New Networking,Aperian Global,viralkitty,SalesForce,Microsoft","Metaswitch,Red Hat,Pivotal,HPE,Intel,Mesosphere,Net EASE,Cisco,Weaveworks,New Networking,Aperian Global,viralkitty,SalesForce,Microsoft","Metaswitch,Red Hat,Pivotal,HPE,Intel,Mesosphere,Net EASE,Cisco,Weaveworks,New Networking,Aperian Global,viralkitty,SalesForce,Microsoft","Metaswitch,Red Hat,Pivotal,HPE,Intel,Mesosphere,Net EASE,Cisco,Weaveworks,New Networking,Aperian Global,viralkitty,SalesForce,Microsoft","Metaswitch,Red Hat,Pivotal,HPE,Intel,Mesosphere,Net EASE,Cisco,Weaveworks,New Networking,Aperian Global,viralkitty,SalesForce,Microsoft","Metaswitch,Red Hat,Pivotal,HPE,Intel,Mesosphere,Net EASE,Cisco,Weaveworks,New Networking,Aperian Global,viralkitty,SalesForce,Microsoft","Metaswitch,Red Hat,Pivotal,HPE,Intel,Mesosphere,Net EASE,Cisco,Weaveworks,New Networking,Aperian Global,viralkitty,SalesForce,Microsoft"
04/2017,4/1/2017,5/1/2017,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal,Hyper.sh","Red Hat,Pivotal,Hyper.sh,Metaswitch","Red Hat,Pivotal,Hyper.sh,Metaswitch,Weaveworks","Red Hat,Pivotal,Hyper.sh,Metaswitch,Weaveworks,Google,Skuid,Microsoft,Huawei,CNCF","Red Hat,Pivotal,Hyper.sh,Metaswitch,Weaveworks,Google,Skuid,Microsoft,Huawei,CNCF,Intel,IBM","Red Hat,Pivotal,Hyper.sh,Metaswitch,Weaveworks,Google,Skuid,Microsoft,Huawei,CNCF,Intel,IBM","Red Hat,Pivotal,Hyper.sh,Metaswitch,Weaveworks,Google,Skuid,Microsoft,Huawei,CNCF,Intel,IBM","Red Hat,Pivotal,Hyper.sh,Metaswitch,Weaveworks,Google,Skuid,Microsoft,Huawei,CNCF,Intel,IBM","Red Hat,Pivotal,Hyper.sh,Metaswitch,Weaveworks,Google,Skuid,Microsoft,Huawei,CNCF,Intel,IBM","Red Hat,Pivotal,Hyper.sh,Metaswitch,Weaveworks,Google,Skuid,Microsoft,Huawei,CNCF,Intel,IBM","Red Hat,Pivotal,Hyper.sh,Metaswitch,Weaveworks,Google,Skuid,Microsoft,Huawei,CNCF,Intel,IBM","Red Hat,Pivotal,Hyper.sh,Metaswitch,Weaveworks,Google,Skuid,Microsoft,Huawei,CNCF,Intel,IBM","Red Hat,Pivotal,Hyper.sh,Metaswitch,Weaveworks,Google,Skuid,Microsoft,Huawei,CNCF,Intel,IBM"
05/2017,5/1/2017,6/1/2017,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal,CNCF","Red Hat,Pivotal,CNCF,Metaswitch","Red Hat,Pivotal,CNCF,Metaswitch,Tigera","Red Hat,Pivotal,CNCF,Metaswitch,Tigera,MailChimp,Cisco,Hyper.sh,ZTE,Heptio","Red Hat,Pivotal,CNCF,Metaswitch,Tigera,MailChimp,Cisco,Hyper.sh,ZTE,Heptio","Red Hat,Pivotal,CNCF,Metaswitch,Tigera,MailChimp,Cisco,Hyper.sh,ZTE,Heptio","Red Hat,Pivotal,CNCF,Metaswitch,Tigera,MailChimp,Cisco,Hyper.sh,ZTE,Heptio","Red Hat,Pivotal,CNCF,Metaswitch,Tigera,MailChimp,Cisco,Hyper.sh,ZTE,Heptio","Red Hat,Pivotal,CNCF,Metaswitch,Tigera,MailChimp,Cisco,Hyper.sh,ZTE,Heptio","Red Hat,Pivotal,CNCF,Metaswitch,Tigera,MailChimp,Cisco,Hyper.sh,ZTE,Heptio","Red Hat,Pivotal,CNCF,Metaswitch,Tigera,MailChimp,Cisco,Hyper.sh,ZTE,Heptio","Red Hat,Pivotal,CNCF,Metaswitch,Tigera,MailChimp,Cisco,Hyper.sh,ZTE,Heptio","Red Hat,Pivotal,CNCF,Metaswitch,Tigera,MailChimp,Cisco,Hyper.sh,ZTE,Heptio"
06/2017,6/1/2017,7/1/2017,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks,Intel","Red Hat,Pivotal,Weaveworks,Intel,Cisco","Red Hat,Pivotal,Weaveworks,Intel,Cisco,SalesForce,Metaswitch,CNCF,Google,Hyper.sh","Red Hat,Pivotal,Weaveworks,Intel,Cisco,SalesForce,Metaswitch,CNCF,Google,Hyper.sh","Red Hat,Pivotal,Weaveworks,Intel,Cisco,SalesForce,Metaswitch,CNCF,Google,Hyper.sh","Red Hat,Pivotal,Weaveworks,Intel,Cisco,SalesForce,Metaswitch,CNCF,Google,Hyper.sh","Red Hat,Pivotal,Weaveworks,Intel,Cisco,SalesForce,Metaswitch,CNCF,Google,Hyper.sh","Red Hat,Pivotal,Weaveworks,Intel,Cisco,SalesForce,Metaswitch,CNCF,Google,Hyper.sh","Red Hat,Pivotal,Weaveworks,Intel,Cisco,SalesForce,Metaswitch,CNCF,Google,Hyper.sh","Red Hat,Pivotal,Weaveworks,Intel,Cisco,SalesForce,Metaswitch,CNCF,Google,Hyper.sh","Red Hat,Pivotal,Weaveworks,Intel,Cisco,SalesForce,Metaswitch,CNCF,Google,Hyper.sh","Red Hat,Pivotal,Weaveworks,Intel,Cisco,SalesForce,Metaswitch,CNCF,Google,Hyper.sh"
07/2017,7/1/2017,8/1/2017,Red Hat,"Red Hat,Metaswitch","Red Hat,Metaswitch,Pivotal","Red Hat,Metaswitch,Pivotal,Weaveworks","Red Hat,Metaswitch,Pivotal,Weaveworks,IBM","Red Hat,Metaswitch,Pivotal,Weaveworks,IBM,Google,Verizon,CNCF,Hyper.sh","Red Hat,Metaswitch,Pivotal,Weaveworks,IBM,Google,Verizon,CNCF,Hyper.sh","Red Hat,Metaswitch,Pivotal,Weaveworks,IBM,Google,Verizon,CNCF,Hyper.sh","Red Hat,Metaswitch,Pivotal,Weaveworks,IBM,Google,Verizon,CNCF,Hyper.sh","Red Hat,Metaswitch,Pivotal,Weaveworks,IBM,Google,Verizon,CNCF,Hyper.sh","Red Hat,Metaswitch,Pivotal,Weaveworks,IBM,Google,Verizon,CNCF,Hyper.sh","Red Hat,Metaswitch,Pivotal,Weaveworks,IBM,Google,Verizon,CNCF,Hyper.sh","Red Hat,Metaswitch,Pivotal,Weaveworks,IBM,Google,Verizon,CNCF,Hyper.sh","Red Hat,Metaswitch,Pivotal,Weaveworks,IBM,Google,Verizon,CNCF,Hyper.sh","Red Hat,Metaswitch,Pivotal,Weaveworks,IBM,Google,Verizon,CNCF,Hyper.sh"
08/2017,8/1/2017,9/1/2017,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks,DaoCloud","Red Hat,Pivotal,Weaveworks,DaoCloud,Cisco","Red Hat,Pivotal,Weaveworks,DaoCloud,Cisco,Tigera,Mesosphere,Intel","Red Hat,Pivotal,Weaveworks,DaoCloud,Cisco,Tigera,Mesosphere,Intel","Red Hat,Pivotal,Weaveworks,DaoCloud,Cisco,Tigera,Mesosphere,Intel","Red Hat,Pivotal,Weaveworks,DaoCloud,Cisco,Tigera,Mesosphere,Intel","Red Hat,Pivotal,Weaveworks,DaoCloud,Cisco,Tigera,Mesosphere,Intel","Red Hat,Pivotal,Weaveworks,DaoCloud,Cisco,Tigera,Mesosphere,Intel","Red Hat,Pivotal,Weaveworks,DaoCloud,Cisco,Tigera,Mesosphere,Intel","Red Hat,Pivotal,Weaveworks,DaoCloud,Cisco,Tigera,Mesosphere,Intel","Red Hat,Pivotal,Weaveworks,DaoCloud,Cisco,Tigera,Mesosphere,Intel","Red Hat,Pivotal,Weaveworks,DaoCloud,Cisco,Tigera,Mesosphere,Intel"
09/2017,9/1/2017,10/1/2017,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal,VMware","Red Hat,Pivotal,VMware,Intel","Red Hat,Pivotal,VMware,Intel,Google","Red Hat,Pivotal,VMware,Intel,Google,Weaveworks","Red Hat,Pivotal,VMware,Intel,Google,Weaveworks","Red Hat,Pivotal,VMware,Intel,Google,Weaveworks","Red Hat,Pivotal,VMware,Intel,Google,Weaveworks","Red Hat,Pivotal,VMware,Intel,Google,Weaveworks","Red Hat,Pivotal,VMware,Intel,Google,Weaveworks","Red Hat,Pivotal,VMware,Intel,Google,Weaveworks","Red Hat,Pivotal,VMware,Intel,Google,Weaveworks","Red Hat,Pivotal,VMware,Intel,Google,Weaveworks","Red Hat,Pivotal,VMware,Intel,Google,Weaveworks"
10/2017,10/1/2017,11/1/2017,Pivotal,"Pivotal,Red Hat","Pivotal,Red Hat,Tigera","Pivotal,Red Hat,Tigera,Intel","Pivotal,Red Hat,Tigera,Intel,Weaveworks","Pivotal,Red Hat,Tigera,Intel,Weaveworks","Pivotal,Red Hat,Tigera,Intel,Weaveworks","Pivotal,Red Hat,Tigera,Intel,Weaveworks","Pivotal,Red Hat,Tigera,Intel,Weaveworks","Pivotal,Red Hat,Tigera,Intel,Weaveworks","Pivotal,Red Hat,Tigera,Intel,Weaveworks","Pivotal,Red Hat,Tigera,Intel,Weaveworks","Pivotal,Red Hat,Tigera,Intel,Weaveworks","Pivotal,Red Hat,Tigera,Intel,Weaveworks","Pivotal,Red Hat,Tigera,Intel,Weaveworks"
11/2017,11/1/2017,12/1/2017,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal,Tigera","Red Hat,Pivotal,Tigera,Intel","Red Hat,Pivotal,Tigera,Intel,Weaveworks","Red Hat,Pivotal,Tigera,Intel,Weaveworks,Alauda,Google","Red Hat,Pivotal,Tigera,Intel,Weaveworks,Alauda,Google","Red Hat,Pivotal,Tigera,Intel,Weaveworks,Alauda,Google","Red Hat,Pivotal,Tigera,Intel,Weaveworks,Alauda,Google","Red Hat,Pivotal,Tigera,Intel,Weaveworks,Alauda,Google","Red Hat,Pivotal,Tigera,Intel,Weaveworks,Alauda,Google","Red Hat,Pivotal,Tigera,Intel,Weaveworks,Alauda,Google","Red Hat,Pivotal,Tigera,Intel,Weaveworks,Alauda,Google","Red Hat,Pivotal,Tigera,Intel,Weaveworks,Alauda,Google","Red Hat,Pivotal,Tigera,Intel,Weaveworks,Alauda,Google"
12/2017,12/1/2017,1/1/2018,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal,DaoCloud","Red Hat,Pivotal,DaoCloud,Google","Red Hat,Pivotal,DaoCloud,Google,Weaveworks","Red Hat,Pivotal,DaoCloud,Google,Weaveworks,SalesForce,Intel","Red Hat,Pivotal,DaoCloud,Google,Weaveworks,SalesForce,Intel","Red Hat,Pivotal,DaoCloud,Google,Weaveworks,SalesForce,Intel","Red Hat,Pivotal,DaoCloud,Google,Weaveworks,SalesForce,Intel","Red Hat,Pivotal,DaoCloud,Google,Weaveworks,SalesForce,Intel","Red Hat,Pivotal,DaoCloud,Google,Weaveworks,SalesForce,Intel","Red Hat,Pivotal,DaoCloud,Google,Weaveworks,SalesForce,Intel","Red Hat,Pivotal,DaoCloud,Google,Weaveworks,SalesForce,Intel","Red Hat,Pivotal,DaoCloud,Google,Weaveworks,SalesForce,Intel","Red Hat,Pivotal,DaoCloud,Google,Weaveworks,SalesForce,Intel"
01/2018,1/1/2018,2/1/2018,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal,Weaveworks","Red Hat,Pivotal,Weaveworks,Google","Red Hat,Pivotal,Weaveworks,Google,Mesosphere","Red Hat,Pivotal,Weaveworks,Google,Mesosphere,UMCloud","Red Hat,Pivotal,Weaveworks,Google,Mesosphere,UMCloud","Red Hat,Pivotal,Weaveworks,Google,Mesosphere,UMCloud","Red Hat,Pivotal,Weaveworks,Google,Mesosphere,UMCloud","Red Hat,Pivotal,Weaveworks,Google,Mesosphere,UMCloud","Red Hat,Pivotal,Weaveworks,Google,Mesosphere,UMCloud","Red Hat,Pivotal,Weaveworks,Google,Mesosphere,UMCloud","Red Hat,Pivotal,Weaveworks,Google,Mesosphere,UMCloud","Red Hat,Pivotal,Weaveworks,Google,Mesosphere,UMCloud","Red Hat,Pivotal,Weaveworks,Google,Mesosphere,UMCloud"
02/2018,2/1/2018,3/1/2018,Red Hat,"Red Hat,Pivotal","Red Hat,Pivotal,Tencent","Red Hat,Pivotal,Tencent,Tigera","Red Hat,Pivotal,Tencent,Tigera","Red Hat,Pivotal,Tencent,Tigera","Red Hat,Pivotal,Tencent,Tigera","Red Hat,Pivotal,Tencent,Tigera","Red Hat,Pivotal,Tencent,Tigera","Red Hat,Pivotal,Tencent,Tigera","Red Hat,Pivotal,Tencent,Tigera","Red Hat,Pivotal,Tencent,Tigera","Red Hat,Pivotal,Tencent,Tigera","Red Hat,Pivotal,Tencent,Tigera","Red Hat,Pivotal,Tencent,Tigera"
03/2018,3/1/2018,4/1/2018,Red Hat,"Red Hat,Google","Red Hat,Google,Tigera","Red Hat,Google,Tigera,Pivotal","Red Hat,Google,Tigera,Pivotal,Weaveworks","Red Hat,Google,Tigera,Pivotal,Weaveworks,Tencent,Fedora","Red Hat,Google,Tigera,Pivotal,Weaveworks,Tencent,Fedora","Red Hat,Google,Tigera,Pivotal,Weaveworks,Tencent,Fedora","Red Hat,Google,Tigera,Pivotal,Weaveworks,Tencent,Fedora","Red Hat,Google,Tigera,Pivotal,Weaveworks,Tencent,Fedora","Red Hat,Google,Tigera,Pivotal,Weaveworks,Tencent,Fedora","Red Hat,Google,Tigera,Pivotal,Weaveworks,Tencent,Fedora","Red Hat,Google,Tigera,Pivotal,Weaveworks,Tencent,Fedora","Red Hat,Google,Tigera,Pivotal,Weaveworks,Tencent,Fedora","Red Hat,Google,Tigera,Pivotal,Weaveworks,Tencent,Fedora"
04/2018,4/1/2018,5/1/2018,Red Hat,"Red Hat,Huawei","Red Hat,Huawei,Fedora","Red Hat,Huawei,Fedora,Intel","Red Hat,Huawei,Fedora,Intel,Weaveworks","Red Hat,Huawei,Fedora,Intel,Weaveworks,Google","Red Hat,Huawei,Fedora,Intel,Weaveworks,Google","Red Hat,Huawei,Fedora,Intel,Weaveworks,Google","Red Hat,Huawei,Fedora,Intel,Weaveworks,Google","Red Hat,Huawei,Fedora,Intel,Weaveworks,Google","Red Hat,Huawei,Fedora,Intel,Weaveworks,Google","Red Hat,Huawei,Fedora,Intel,Weaveworks,Google","Red Hat,Huawei,Fedora,Intel,Weaveworks,Google","Red Hat,Huawei,Fedora,Intel,Weaveworks,Google","Red Hat,Huawei,Fedora,Intel,Weaveworks,Google"
Quarter from 04/2015,4/1/2015,7/1/2015,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat,Red Hat
Quarter from 07/2015,7/1/2015,10/1/2015,Red Hat,"Red Hat,Weaveworks","Red Hat,Weaveworks,Huawei","Red Hat,Weaveworks,Huawei,Metaswitch","Red Hat,Weaveworks,Huawei,Metaswitch","Red Hat,Weaveworks,Huawei,Metaswitch","Red Hat,Weaveworks,Huawei,Metaswitch","Red Hat,Weaveworks,Huawei,Metaswitch","Red Hat,Weaveworks,Huawei,Metaswitch","Red Hat,Weaveworks,Huawei,Metaswitch","Red Hat,Weaveworks,Huawei,Metaswitch","Red Hat,Weaveworks,Huawei,Metaswitch","Red Hat,Weaveworks,Huawei,Metaswitch","Red Hat,Weaveworks,Huawei,Metaswitch","Red Hat,Weaveworks,Huawei,Metaswitch"
Quarter from 10/2015,10/1/2015,1/1/2016,Red Hat,"Red Hat,Google","Red Hat,Google,Weaveworks","Red Hat,Google,Weaveworks,Metaswitch","Red Hat,Google,Weaveworks,Metaswitch,Intel","Red Hat,Google,Weaveworks,Metaswitch,Intel","Red Hat,Google,Weaveworks,Metaswitch,Intel","Red Hat,Google,Weaveworks,Metaswitch,Intel","Red Hat,Google,Weaveworks,Metaswitch,Intel","Red Hat,Google,Weaveworks,Metaswitch,Intel","Red Hat,Google,Weaveworks,Metaswitch,Intel","Red Hat,Google,Weaveworks,Metaswitch,Intel","Red Hat,Google,Weaveworks,Metaswitch,Intel","Red Hat,Google,Weaveworks,Metaswitch,Intel","Red Hat,Google,Weaveworks,Metaswitch,Intel"
