Release,Date from,Date to,Top 1 contributing companies,Top 2 contributing companies,Top 3 contributing companies,Top 4 contributing companies,Top 5 contributing companies,Top 10 contributing companies,Top 15 contributing companies,Top 20 contributing companies,Top 25 contributing companies,Top 30 contributing companies,Top 50 contributing companies,Top 100 contributing companies,Top 200 contributing companies,Top 500 contributing companies,Top 1000 contributing companies
11/2016,11/1/2016,12/1/2016,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber
12/2016,12/1/2016,1/1/2017,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber
01/2017,1/1/2017,2/1/2017,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber
02/2017,2/1/2017,3/1/2017,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber
03/2017,3/1/2017,4/1/2017,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber,Uber
04/2017,4/1/2017,5/1/2017,Uber,"Uber,Red Hat","Uber,Red Hat","Uber,Red Hat","Uber,Red Hat","Uber,Red Hat","Uber,Red Hat","Uber,Red Hat","Uber,Red Hat","Uber,Red Hat","Uber,Red Hat","Uber,Red Hat","Uber,Red Hat","Uber,Red Hat","Uber,Red Hat"
05/2017,5/1/2017,6/1/2017,Uber,"Uber,Red Hat","Uber,Red Hat,Base CRM","Uber,Red Hat,Base CRM,Orange","Uber,Red Hat,Base CRM,Orange","Uber,Red Hat,Base CRM,Orange","Uber,Red Hat,Base CRM,Orange","Uber,Red Hat,Base CRM,Orange","Uber,Red Hat,Base CRM,Orange","Uber,Red Hat,Base CRM,Orange","Uber,Red Hat,Base CRM,Orange","Uber,Red Hat,Base CRM,Orange","Uber,Red Hat,Base CRM,Orange","Uber,Red Hat,Base CRM,Orange","Uber,Red Hat,Base CRM,Orange"
06/2017,6/1/2017,7/1/2017,Uber,"Uber,Red Hat","Uber,Red Hat,Zenly","Uber,Red Hat,Zenly,HTC","Uber,Red Hat,Zenly,HTC","Uber,Red Hat,Zenly,HTC","Uber,Red Hat,Zenly,HTC","Uber,Red Hat,Zenly,HTC","Uber,Red Hat,Zenly,HTC","Uber,Red Hat,Zenly,HTC","Uber,Red Hat,Zenly,HTC","Uber,Red Hat,Zenly,HTC","Uber,Red Hat,Zenly,HTC","Uber,Red Hat,Zenly,HTC","Uber,Red Hat,Zenly,HTC"
07/2017,7/1/2017,8/1/2017,Uber,"Uber,Red Hat","Uber,Red Hat,Orange","Uber,Red Hat,Orange,CNCF","Uber,Red Hat,Orange,CNCF","Uber,Red Hat,Orange,CNCF","Uber,Red Hat,Orange,CNCF","Uber,Red Hat,Orange,CNCF","Uber,Red Hat,Orange,CNCF","Uber,Red Hat,Orange,CNCF","Uber,Red Hat,Orange,CNCF","Uber,Red Hat,Orange,CNCF","Uber,Red Hat,Orange,CNCF","Uber,Red Hat,Orange,CNCF","Uber,Red Hat,Orange,CNCF"
08/2017,8/1/2017,9/1/2017,Uber,"Uber,Red Hat","Uber,Red Hat,Grafana","Uber,Red Hat,Grafana,CNCF","Uber,Red Hat,Grafana,CNCF,WillCall","Uber,Red Hat,Grafana,CNCF,WillCall","Uber,Red Hat,Grafana,CNCF,WillCall","Uber,Red Hat,Grafana,CNCF,WillCall","Uber,Red Hat,Grafana,CNCF,WillCall","Uber,Red Hat,Grafana,CNCF,WillCall","Uber,Red Hat,Grafana,CNCF,WillCall","Uber,Red Hat,Grafana,CNCF,WillCall","Uber,Red Hat,Grafana,CNCF,WillCall","Uber,Red Hat,Grafana,CNCF,WillCall","Uber,Red Hat,Grafana,CNCF,WillCall"
09/2017,9/1/2017,10/1/2017,Uber,"Uber,CNCF","Uber,CNCF,Red Hat","Uber,CNCF,Red Hat,Grafana","Uber,CNCF,Red Hat,Grafana,Base CRM","Uber,CNCF,Red Hat,Grafana,Base CRM,Net EASE,Orange,AdmitHub","Uber,CNCF,Red Hat,Grafana,Base CRM,Net EASE,Orange,AdmitHub","Uber,CNCF,Red Hat,Grafana,Base CRM,Net EASE,Orange,AdmitHub","Uber,CNCF,Red Hat,Grafana,Base CRM,Net EASE,Orange,AdmitHub","Uber,CNCF,Red Hat,Grafana,Base CRM,Net EASE,Orange,AdmitHub","Uber,CNCF,Red Hat,Grafana,Base CRM,Net EASE,Orange,AdmitHub","Uber,CNCF,Red Hat,Grafana,Base CRM,Net EASE,Orange,AdmitHub","Uber,CNCF,Red Hat,Grafana,Base CRM,Net EASE,Orange,AdmitHub","Uber,CNCF,Red Hat,Grafana,Base CRM,Net EASE,Orange,AdmitHub","Uber,CNCF,Red Hat,Grafana,Base CRM,Net EASE,Orange,AdmitHub"
10/2017,10/1/2017,11/1/2017,Uber,"Uber,Red Hat","Uber,Red Hat,HPE","Uber,Red Hat,HPE,Net EASE","Uber,Red Hat,HPE,Net EASE,HBO","Uber,Red Hat,HPE,Net EASE,HBO,LiveRamp,Weaveworks,Google,Grafana,Farmers Edge","Uber,Red Hat,HPE,Net EASE,HBO,LiveRamp,Weaveworks,Google,Grafana,Farmers Edge","Uber,Red Hat,HPE,Net EASE,HBO,LiveRamp,Weaveworks,Google,Grafana,Farmers Edge","Uber,Red Hat,HPE,Net EASE,HBO,LiveRamp,Weaveworks,Google,Grafana,Farmers Edge","Uber,Red Hat,HPE,Net EASE,HBO,LiveRamp,Weaveworks,Google,Grafana,Farmers Edge","Uber,Red Hat,HPE,Net EASE,HBO,LiveRamp,Weaveworks,Google,Grafana,Farmers Edge","Uber,Red Hat,HPE,Net EASE,HBO,LiveRamp,Weaveworks,Google,Grafana,Farmers Edge","Uber,Red Hat,HPE,Net EASE,HBO,LiveRamp,Weaveworks,Google,Grafana,Farmers Edge","Uber,Red Hat,HPE,Net EASE,HBO,LiveRamp,Weaveworks,Google,Grafana,Farmers Edge","Uber,Red Hat,HPE,Net EASE,HBO,LiveRamp,Weaveworks,Google,Grafana,Farmers Edge"
11/2017,11/1/2017,12/1/2017,Uber,"Uber,Red Hat","Uber,Red Hat,Tower Research Capital","Uber,Red Hat,Tower Research Capital,CNCF","Uber,Red Hat,Tower Research Capital,CNCF,Net EASE","Uber,Red Hat,Tower Research Capital,CNCF,Net EASE,HPE,HBO,Nozzle,Ticketmaster,Grafana","Uber,Red Hat,Tower Research Capital,CNCF,Net EASE,HPE,HBO,Nozzle,Ticketmaster,Grafana","Uber,Red Hat,Tower Research Capital,CNCF,Net EASE,HPE,HBO,Nozzle,Ticketmaster,Grafana","Uber,Red Hat,Tower Research Capital,CNCF,Net EASE,HPE,HBO,Nozzle,Ticketmaster,Grafana","Uber,Red Hat,Tower Research Capital,CNCF,Net EASE,HPE,HBO,Nozzle,Ticketmaster,Grafana","Uber,Red Hat,Tower Research Capital,CNCF,Net EASE,HPE,HBO,Nozzle,Ticketmaster,Grafana","Uber,Red Hat,Tower Research Capital,CNCF,Net EASE,HPE,HBO,Nozzle,Ticketmaster,Grafana","Uber,Red Hat,Tower Research Capital,CNCF,Net EASE,HPE,HBO,Nozzle,Ticketmaster,Grafana","Uber,Red Hat,Tower Research Capital,CNCF,Net EASE,HPE,HBO,Nozzle,Ticketmaster,Grafana","Uber,Red Hat,Tower Research Capital,CNCF,Net EASE,HPE,HBO,Nozzle,Ticketmaster,Grafana"
12/2017,12/1/2017,1/1/2018,Uber,"Uber,Red Hat","Uber,Red Hat,Net EASE","Uber,Red Hat,Net EASE,HPE","Uber,Red Hat,Net EASE,HPE,Diffeo","Uber,Red Hat,Net EASE,HPE,Diffeo,Grafana,Stream.io,Outfittery Gmbh","Uber,Red Hat,Net EASE,HPE,Diffeo,Grafana,Stream.io,Outfittery Gmbh","Uber,Red Hat,Net EASE,HPE,Diffeo,Grafana,Stream.io,Outfittery Gmbh","Uber,Red Hat,Net EASE,HPE,Diffeo,Grafana,Stream.io,Outfittery Gmbh","Uber,Red Hat,Net EASE,HPE,Diffeo,Grafana,Stream.io,Outfittery Gmbh","Uber,Red Hat,Net EASE,HPE,Diffeo,Grafana,Stream.io,Outfittery Gmbh","Uber,Red Hat,Net EASE,HPE,Diffeo,Grafana,Stream.io,Outfittery Gmbh","Uber,Red Hat,Net EASE,HPE,Diffeo,Grafana,Stream.io,Outfittery Gmbh","Uber,Red Hat,Net EASE,HPE,Diffeo,Grafana,Stream.io,Outfittery Gmbh","Uber,Red Hat,Net EASE,HPE,Diffeo,Grafana,Stream.io,Outfittery Gmbh"
01/2018,1/1/2018,2/1/2018,Uber,"Uber,Red Hat","Uber,Red Hat,Localsearch","Uber,Red Hat,Localsearch,Google","Uber,Red Hat,Localsearch,Google,Ubisoft","Uber,Red Hat,Localsearch,Google,Ubisoft,SpotHero,Ticketmaster,Tower Research Capital","Uber,Red Hat,Localsearch,Google,Ubisoft,SpotHero,Ticketmaster,Tower Research Capital","Uber,Red Hat,Localsearch,Google,Ubisoft,SpotHero,Ticketmaster,Tower Research Capital","Uber,Red Hat,Localsearch,Google,Ubisoft,SpotHero,Ticketmaster,Tower Research Capital","Uber,Red Hat,Localsearch,Google,Ubisoft,SpotHero,Ticketmaster,Tower Research Capital","Uber,Red Hat,Localsearch,Google,Ubisoft,SpotHero,Ticketmaster,Tower Research Capital","Uber,Red Hat,Localsearch,Google,Ubisoft,SpotHero,Ticketmaster,Tower Research Capital","Uber,Red Hat,Localsearch,Google,Ubisoft,SpotHero,Ticketmaster,Tower Research Capital","Uber,Red Hat,Localsearch,Google,Ubisoft,SpotHero,Ticketmaster,Tower Research Capital","Uber,Red Hat,Localsearch,Google,Ubisoft,SpotHero,Ticketmaster,Tower Research Capital"
02/2018,2/1/2018,3/1/2018,Uber,"Uber,Red Hat","Uber,Red Hat,HPE","Uber,Red Hat,HPE,Localsearch","Uber,Red Hat,HPE,Localsearch,Net EASE","Uber,Red Hat,HPE,Localsearch,Net EASE","Uber,Red Hat,HPE,Localsearch,Net EASE","Uber,Red Hat,HPE,Localsearch,Net EASE","Uber,Red Hat,HPE,Localsearch,Net EASE","Uber,Red Hat,HPE,Localsearch,Net EASE","Uber,Red Hat,HPE,Localsearch,Net EASE","Uber,Red Hat,HPE,Localsearch,Net EASE","Uber,Red Hat,HPE,Localsearch,Net EASE","Uber,Red Hat,HPE,Localsearch,Net EASE","Uber,Red Hat,HPE,Localsearch,Net EASE"
03/2018,3/1/2018,4/1/2018,Uber,"Uber,Red Hat","Uber,Red Hat,Streamlio","Uber,Red Hat,Streamlio,Ticketmaster","Uber,Red Hat,Streamlio,Ticketmaster,HPE","Uber,Red Hat,Streamlio,Ticketmaster,HPE,Mirantis,HBO,Google,Covalent,Base CRM","Uber,Red Hat,Streamlio,Ticketmaster,HPE,Mirantis,HBO,Google,Covalent,Base CRM","Uber,Red Hat,Streamlio,Ticketmaster,HPE,Mirantis,HBO,Google,Covalent,Base CRM","Uber,Red Hat,Streamlio,Ticketmaster,HPE,Mirantis,HBO,Google,Covalent,Base CRM","Uber,Red Hat,Streamlio,Ticketmaster,HPE,Mirantis,HBO,Google,Covalent,Base CRM","Uber,Red Hat,Streamlio,Ticketmaster,HPE,Mirantis,HBO,Google,Covalent,Base CRM","Uber,Red Hat,Streamlio,Ticketmaster,HPE,Mirantis,HBO,Google,Covalent,Base CRM","Uber,Red Hat,Streamlio,Ticketmaster,HPE,Mirantis,HBO,Google,Covalent,Base CRM","Uber,Red Hat,Streamlio,Ticketmaster,HPE,Mirantis,HBO,Google,Covalent,Base CRM","Uber,Red Hat,Streamlio,Ticketmaster,HPE,Mirantis,HBO,Google,Covalent,Base CRM"
04/2018,4/1/2018,5/1/2018,Uber,"Uber,Red Hat","Uber,Red Hat,C3 Loyalty Services","Uber,Red Hat,C3 Loyalty Services,Streamlio","Uber,Red Hat,C3 Loyalty Services,Streamlio,Base CRM","Uber,Red Hat,C3 Loyalty Services,Streamlio,Base CRM,HPE","Uber,Red Hat,C3 Loyalty Services,Streamlio,Base CRM,HPE","Uber,Red Hat,C3 Loyalty Services,Streamlio,Base CRM,HPE","Uber,Red Hat,C3 Loyalty Services,Streamlio,Base CRM,HPE","Uber,Red Hat,C3 Loyalty Services,Streamlio,Base CRM,HPE","Uber,Red Hat,C3 Loyalty Services,Streamlio,Base CRM,HPE","Uber,Red Hat,C3 Loyalty Services,Streamlio,Base CRM,HPE","Uber,Red Hat,C3 Loyalty Services,Streamlio,Base CRM,HPE","Uber,Red Hat,C3 Loyalty Services,Streamlio,Base CRM,HPE","Uber,Red Hat,C3 Loyalty Services,Streamlio,Base CRM,HPE"
